ASV,CK.N.1,CK.N.2,CK.N.3,CK.N.4,CK.N.5,CK.RT.1,CK.RT.2,CK.RT.3,CK.RT.4,CK.RT.5,CK.RH.1,CK.RH.2,CK.RH.3,CK.RH.4,CK.RH.5,CK.Z.1,CK.Z.2,CK.Z.3,CK.Z.4,CK.Z.5,CK.O.1,CK.O.2,CK.O.3,CK.O.4,CK.O.5,M.N.1,M.N.2,M.N.3,M.N.4,M.N.5,M.RT.1,M.RT.2,M.RT.3,M.RT.4,M.RT.5,M.RH.1,M.RH.2,M.RH.3,M.RH.4,M.RH.5,M.Z.1,M.Z.2,M.Z.3,M.Z.4,M.Z.5,M.O.1,M.O.2,M.O.3,M.O.4,M.O.5,N0.N.1,N0.N.2,N0.N.3,N0.N.4,N0.N.5,N0.RT.1,N0.RT.2,N0.RT.3,N0.RT.4,N0.RT.5,N0.RH.1,N0.RH.2,N0.RH.3,N0.RH.4,N0.RH.5,N0.Z.1,N0.Z.2,N0.Z.3,N0.Z.4,N0.Z.5,N0.O.1,N0.O.2,N0.O.3,N0.O.4,N0.O.5,N2.N.1,N2.N.2,N2.N.3,N2.N.4,N2.N.5,N2.RT.1,N2.RT.2,N2.RT.3,N2.RT.4,N2.RT.5,N2.RH.1,N2.RH.2,N2.RH.3,N2.RH.4,N2.RH.5,N2.Z.1,N2.Z.2,N2.Z.3,N2.Z.4,N2.Z.5,N2.O.1,N2.O.2,N2.O.3,N2.O.4,N2.O.5,N4.N.1,N4.N.2,N4.N.3,N4.N.4,N4.N.5,N4.RT.1,N4.RT.2,N4.RT.3,N4.RT.4,N4.RT.5,N4.RH.1,N4.RH.2,N4.RH.3,N4.RH.4,N4.RH.5,N4.Z.1,N4.Z.2,N4.Z.3,N4.Z.4,N4.Z.5,N4.O.1,N4.O.2,N4.O.3,N4.O.4,N4.O.5,N6.N.1,N6.N.2,N6.N.3,N6.N.4,N6.N.5,N6.RT.1,N6.RT.2,N6.RT.3,N6.RT.4,N6.RT.5,N6.RH.1,N6.RH.2,N6.RH.3,N6.RH.4,N6.RH.5,N6.Z.1,N6.Z.2,N6.Z.3,N6.Z.4,N6.Z.5,N6.O.1,N6.O.2,N6.O.3,N6.O.4,N6.O.5,NPK.N.1,NPK.N.2,NPK.N.3,NPK.N.4,NPK.N.5,NPK.RT.1,NPK.RT.2,NPK.RT.3,NPK.RT.4,NPK.RT.5,NPK.RH.1,NPK.RH.2,NPK.RH.3,NPK.RH.4,NPK.RH.5,NPK.Z.1,NPK.Z.2,NPK.Z.3,NPK.Z.4,NPK.Z.5,NPK.O.1,NPK.O.2,NPK.O.3,NPK.O.4,NPK.O.5
ASV_1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.28,1.964,4.574,3.797,2.544,2.66,4.118,8.359,7.312,7.642,0,4.967,6.343,3.028,0,4.847,17.284,3.49,0,0,0,0,0,2.318,1.889,2.134,5.828,0,3.265,1.942,3.731,0,5.554,7.94,5.821,4.98,8.233,4.931,6.976,5.904,6.837,8.511,0,0,0,0,0,0,2.293,0,2.098,1.873,0,4.61,2.323,1.332,8.543,3.263,0,0,0,0,20.18,4.666,4.41,5.096,6.274,12.686,0,0,0,0,0,2.813,3.249,0,0,0.898,0,0,0,0,1.556,0,0,0,0,0,0,0,0,1.322,0
ASV_1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.082,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.254,2.404,0,0,2.647,2.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.021,2.225,11.266,1.064,3.86,0,1.83,0,3.44,0,0,7.859,0,0,6.596,0,0,0,0,0,0,0,0,0,0,11.266,4.049,14.935,2.902,4.618,2.829,0,1.181,0,0,12.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.828,9.429,6.248,0,0,0,2.295,1.88,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1468,0,0.069,0.356,0,0,0,0,0,0,1.022,13.11,0,23,0,0,0,46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.578,0,0,0,0,13.341,0,37.361,0,0,0,0,0,0,0,0,3.054,0,0,1.36,0,0,0,0,0,0,36.903,0,0,0,0,23.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.834,0,0,0,9.388,0,0,0,13.3,8.321,0,0,0,0,0,0,0,0,0,0
ASV_1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.506,0,3.051,3.689,0,2.329,4.47,7.109,3.043,0,1.306,0,0,0,1.509,0,0,0,0,0,0,0,0,0,4.329,0,6.705,2.47,6.57,5.981,7.916,3.284,3.076,3.271,1.524,1.85,0,0,0,2.382,1.533,0,0,0,0,0,0,0,0,7.859,0,0,2.312,1.586,2.527,3.168,5.369,4.816,0,0,0,0,0,2.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.139,1.445,0,1.401,0.903,0,0,0,0,0,0,0,0,0,0
ASV_1470,0,0,0,0,0,13.153,0,0,4.197,48.502,4.225,8.238,2.388,12.674,7.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.447,0,2.482,0,3.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1472,0,0,0,0,0,39.565,0,0,6.91,6.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389,0,3.205,1.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,0,0,0,0,0,0,1.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.461,1.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,0,1.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.165,9.115,2.323,5.655,5.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.226,0,4.659,0,5.31,4.651,0,5.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.561,0,0,0,8.646,6.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.438,0,2.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.778,7.396,3.915,3.213,4.314,5.916,0,6.285,0,0,0,0,0,0,0,2.373,0,6.52
ASV_1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.439,1.353,0,0,0,0,0,0,0,0,0,0,0,12.376,0,0,0,3.04,0,5.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.565,0,0,5.281,0,0,0,23.489,25.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.716,7.006,6.403,11.583,0,25.956,0,25.569,18.96,0,0,5.008,0,0,0,0,0,0,0,0.949,0,1.352,3.486,0,9.816,3.867,6.692,12.23,10.552,0,0,0,26,22.84,5.294,4.917,8.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.418,0,0,14.942,0,0,0,11.368,0,0,5.933,0,0
ASV_1483,0,0,0,0,0,0,39.604,0,0,0,6.454,14.941,0,0,0,0,0,0,0,0,0,0.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12,0,11.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1485,0,0,0,0,0,0,1.799,11.877,4.961,1.684,0.739,1.26,0,0,0,0,3.133,0,0,0,0,2.536,2.624,5.739,3.292,0,0,0,0,0,2.984,2.883,1.879,2.768,1.202,0,0,1.059,0.851,1.058,5.069,0,6.854,1.791,2.373,0,2.129,0,3.012,3.833,0,0,0,0,0,1.781,0.686,0,1.953,0,0,0.931,0,0,0,0,0,0,0,0,0.62,1.525,0,2.317,0,0,0,0,0,0,0,0,11.377,0,0,2.338,0,1.987,2.726,2.606,2.361,0,0,2.184,0,1.215,0,0,1.827,0,0,0,0,0.066,0,0,0,2.8,0,2.46,1.276,1.018,0.686,1.094,1.058,1.765,1.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.586,0.394,2.6,0.833,0.573,1.103,1.348,2.282,6.639,4.455,0,0,0,0,1.923,0,0,0,0,0,0,0,0,0,1.647,0.765,2.797,1.257,2.525,2.555,2.383,2.045,0.709,0,3.581,0,1.842,0.802,0,2.905,0,0
ASV_1495,0,0,0,0,0,0,0,0,0,0,0.891,0,0,0,0,0,0,0,0,0,3.543,0,0,0,3.306,0,0,0,0,0,0,0,0,1.982,0,0,0,0,1.879,0,0,0,0,0,0,1.797,2.043,3.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.591,2.855,8.609,6.41,7.888,3.727,0,3.875,0,0,4.436,0,0,6.078,0,0,0,0,0,0,0,4.455,0,0,0,9.546,6.273,10.167,6.085,5.7,0,0,0,0,4.625,7.304,4.187,5.413,0,3.432,0,0,0,0,0,3.362,0,0,0.279,0,5.245,4.582,3.852,7.658,3.829,0,2.821,0,0,0,1.556,0,0,4.467,3.89,0.062,0,0,0,0,0,0,0,1.535,0,3.937,4.889,5.144,4.565,4.621,0,0,6.143,3.169,0,5.844,4.082,2.178,0,4.455
ASV_1498,0,0,0,0,0,4.497,0,0,0,3.592,0.937,0,0,0,0.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.616,0,0.912,4.157,0,0,0,0,1.619,0,0,0,0,0,0,0,0,0,0,0,7.084,17.171,13.466,0,4.163,14.104,14.654,5.974,3.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.12,0,0,0,0,1.316,0,9.221,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0.641,0,0,0,0,0,0,0,0,0,0,0.765,0.704,0,0,0,0,0
ASV_1502,0,0,0,0,0,4.982,0.692,4.325,0,1.364,0,0.547,0,0,0,0,0,2.554,1.849,0,0,0.933,1.635,0.449,1.293,0,0,0,0,0,1.651,0.953,5.929,1.552,2.649,0,0,0,0,0,0,0,1.689,0,0,0,0.519,2.01,0.854,0,0,0,0,0,0,1.482,0,0,4.436,0,0,0,0,0,0,3.07,0,2.825,0,0,1.003,0.582,0,0,3.898,0,0,0,0,0,0,6.723,0,4.799,0,3.048,0,0.966,1.667,2.188,0,0,1.078,0,2.599,1.329,1.069,0,0,0,0,0,0,0,0,0,0,0,0.541,0.95,0,1.461,0.854,0.899,1.195,1.286,0,0,0,0,0,1.231,0.366,1.629,0.354,0,0,0,0.128,0,2.092,3.269,1.124,3.08,1.026,2.873,0,3.113,2.013,0,2.341,0,0,0,0,0.901,0,0,0,0,0,0,0,0,0,5.176,0.831,1.575,2.069,4.023,0.598,1.778,0.487,0,1.493,0,0,0,0,1.607,0.489,0,0,0.345,1.141
ASV_1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.467,1.612,2.957,0,0,0,0,0,0,0.385,0,0,0,0,0,0,0,0.936,1.585,0,0,0,0,0,0,0,0,0,11.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.965,0,0,0,0,4.644,0,7.284,7.703,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,13.267,0,0,9.326,0,0,0,9.341,0,0,0,0,0,0,4.55,0,0,0.039,0,0,0,0,6.027,10.92,0,0,4.481,5.62,1.914,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.859,2.22,2.889,7.137,6.033,4.836,6.431,0,0,0,4.309,4.41,0,0,0,0,2.632
ASV_1515,0,0,0,0,0,9.204,0,0,0,0.516,0,0,0,0,0,6.959,0,0,3.437,0,0,2.441,0,0,0,0,0,0,0,0,0.782,0,0.967,0,0.595,0,0,0.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,2.685,0,0,1.609,0.415,0.63,0,0,6.512,11.444,8.486,6.404,10.822,2.885,2.945,2.707,7.321,0,0,0,0,0,0,0,0,0,3.17,8.083,3.832,0,3.051,0.965,3.229,7.866,9.181,4.858,0,5.434,0,0,2.665,4.971,0,0,0,0,0,0,0,0,0,2.438,0,0.819,0,1.839,3.47,0,5.24,4.893,3.315,5.569,4.841,0,0,0,0,0,0,0,0,0,0,0,0,2.894,1.486,0,2.34,0,0,1.147,0,12.237,0,0,0,6.986,0,0,0,0,0,0,0,0,0,0,4.809,0,0,3.151,0.997,1.081,2.782,2.439,2.252,2.061,5.223,6.967,5.572,5.742,4.822,0,0,0,1.649,0
ASV_1517,0,0,0,0,0,4.743,0,3.966,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.142,0,6.447,2.299,7.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1518,0,0,0,0,0,0,1.9,0,0,0,0,1.09,1.313,0,0.997,13.638,15.691,0,7.548,16.763,9.517,8.309,5.896,2.251,14.379,0,0,0,0,0,0,0,0,0.49,0.682,1.043,0,0,0,0,6.461,0,0,7.139,5.817,10.365,8.128,13.498,9.054,7.186,0,0,0,0,0,0,0,0,0,0,0.902,0,0,0,0,8.804,0,8.43,5.591,0,15.925,9.928,9.923,21.405,23.804,0,0,0,0,0,0,0,0,0,0,0,1.157,1.811,0.983,1.412,0,5.623,7.714,0,0,9.602,9.347,7.373,11.659,20.337,0,0,0,0,0,0,0,0,0,0.109,0,0,0,0,0,3.266,4.092,4.704,5.741,4.455,4.592,0,4.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624,0,0,0,0,0,0,0,0,1.184,0,1.765,0,0,0,0,0,0,0,0,0,0,0.13,1.673,2.472,3.253,2.838,1.749,7.197,0,0,4.517,6.47,0,6.815,0,0,2.691
ASV_1522,0,0,0,0,0,0,0,0,0,0,0,0,1.042,0.815,0,2.74,2.33,0,0,4.429,0,1.173,2.579,0,1.753,0,0,0,0,0,0.469,0,0,0,0,0,0.165,0,0,0,3.803,0,0,0,0,1.535,0,2.301,1.106,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0.977,0,4.308,0,0,0,0,0,0,0,0,0,0,0,5.255,5.573,2.763,3.256,3.888,9.903,15.883,12.809,19.037,17.922,3.474,4.88,0,6.153,2.624,0,0,0,0,0,0,0,0,0,0,1.616,1.645,1.685,5.472,2.323,11.249,11.657,11.238,13.782,12.34,2.405,0,1.52,3.885,1.789,0,0,0,0,0.044,0.146,0,0,0,0,1.692,0.511,1.07,2.133,4.601,17.801,19.015,19.251,15,15.999,5.892,2.785,1.376,2.7,2.478,0,0,0,0,0,0,0,0,0,0,0.925,2.283,2.401,4.808,1.301,18.809,17.412,14.212,8.377,11.595,5.046,7.783,4.873,3.912,6.04
ASV_1527,0,0,0,0,0,0,1.255,0,0,0.721,1.684,3.659,0,5.341,0,11.281,6.849,0,0,0,0,5.725,0,2.743,4.022,0,0,0,0,0,0,0.69,0.803,0,2.715,0,0,1.144,0,0,0,0,6.601,5.508,0,2.759,0,0,3.988,9.612,0,0,0,0,0,0,1.201,1.091,12.001,0,0,1.6,1.474,0,3.345,15.931,18.769,0,0,10.825,7.091,5.1,3.287,4.62,9.86,0,0,0,0,0,11.529,0,0,1.094,0,3.751,1.9,2.027,2.604,2.217,0,5.636,0,5.651,0,1.346,0,0,0,9.813,0,0,0,0,0,0,0,0,0,0,0,1.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.459,0,0,0,0,0,0,0,0,2.897,0,0,0,0,0,0,0,1.064,0.551,1.194,0.971,2.536,1.478,1.586,2.879,1.316,2.06,0,4.653,0,0,4.04,0,0,0,2.856,0
ASV_1530,0,0,0,0,0,0,0,9.72,0,0.828,0,0,0,0,0,0,0,0,0,0,0,1.926,0,0,2.771,0,0,0,0,0,0,0,0,0.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.497,2.128,0,0,0,0,0,1.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,5.84,5.455,9.359,4.709,2.859,4.564,4.247,14.189,7.891,2.781,10.002,7.105,6.656,4.021,0,0,7.886,0,0,0,0,0,2.621,0,0,0,1.436,2.111,1.43,0,0,2.69,3.072,4.254,0,0,0,0,0,2.191,0,0,0,0,0,0,0,0,6.093,0,0.985,0,1.413,0,0,2.956,0,3.173,0,0,0,0,5.015,0,0,0,2.028,0,0,0,0,0,2.934,2.312,1.138,2.463,0,0.782,2.003,3.232,0,0,5.421,3.877,0,0,4.092,0,0,0,0,0
ASV_1532,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.333,5.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.507,0,0,1.938,0,1.842,0,0,0,0,0,0,0,0.701,0,0,0,0,0,0,0,0.141,0,0,0,1.214,5.894,3.637,5.838,3.512,0,1.409,0,1.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.883,0,0,1.364,7.17,0,0,0,0,2.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0.508,0,0,0,0,0,0,0,0,0.703,0.667,0,0,0,0,0,0,0,0
ASV_1534,0,0,0,0,0,0,0,0,0,0,2.274,5.764,6.848,0,0,10.351,17.161,6.506,11.772,18.314,9.787,6.567,2.867,0,12.903,0,0,0,0,0,0,0,0,0,0,0,0,0,1.923,0,0,0,0,0,4.061,7.002,5.514,0,3.427,5.176,0,0,0,0,0,0,0,0,0,0,0,2.409,0,0,0,0,8.48,0,11.929,0,35.771,21.716,25.689,39.234,24.346,0,0,0,0,0,0,0,0,0,0,2.678,0,0,0,0,0,0,0,0,4.204,6.882,0,9.828,6.839,6.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538,0,0,4.469,0,0,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.598,4.01,4.657,4.122,3.534,6.749,0,0,0,4.376,0,8.793,0,3.218,3.352
ASV_1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.127,6.581,0,0,0,6.155,0,0,0,0,0,3.794,0,0,0,0,0,0,0,0,0,0,0,3.932,0,3.419,6.807,5.92,6.636,0,5.102,0,9.698,0,9.153,0,4.008,5.692,0,0,2.707,0,0,0,0,0.488,0,0,6.163,0,0,16.472,6.601,5.48,8.232,15.707,13.936,13.939,19.158,0,0,6.767,0,3.002,0,8.308,0,0,0,0,0,4.984,4.122,4.346,0,3.266,0,0,0,0,0,0,0,0,0,0,2.613,0,4.216,0,0
ASV_1540,0,0,0,0,0,0,0,7.248,3.821,2.822,0,0,0,0,0,11.094,10.245,0,14.246,0,13.739,7.696,0,0,7.306,0,0,0,0,0,5.171,0,4.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.785,0,0,0,0,0,0,0,5.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.454,0,0,0,0,0,0,0,0,0,5.727,2.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.238,0,5.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.527,5.879,6.28,8.084,0,0,0,0,0,0,8.923,0,0,0,0,0,0,0,0
ASV_1543,0,0,0,0,0,0,2.146,0,5.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,2.763,5.032,0,3.448,1.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.748,0,0,0,0,0,2.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.622,2.119,0,1.834,0,0.95,0,1.82,0,3.449,3.049,0,0,0,4.382,0,0,0,0,0,0,0,0,3.4,0,5.14,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.864,0,3.463,2.199,1.442,1.411,0,0,0,0,10.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.383,5.431,0,6.156,14.378,1.307,0,0,0,0,0,2.452,0,2.439,0,0,0,0,0,0
ASV_1545,0,0,0,0,0,5.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.745,0,4.842,8.005,4.388,0,0,0,0,0,0,0,0,0,0,0,0,0,5.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.969,7.604,0,0,0,0,0,0,0,0,0,0,0,5.29,0,4.237,0,2.81,0,4.688,0,0,0,0,6.575,20.741,19.413,7.511,0,0,0,0,0,0,0,0,1.262,0,3.226,5.165,0,0,0,0,0,0,0,0,6.905,0,7.227,0,0,0,0,0,0,0,0,0,0,0,0,0,2.493,0,0,0,4.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.948,5.729,0,3.39,6.098,2.488,0,0,0,0,0,5.486,0,0,0,0,0,0,0,0
ASV_1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,0,0,0,0,5.867,3.174,3.874,3.599,3.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.296,2.512,2.33,2.376,0,0,0,0,8.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.678,0,3.987,5.656,7.442,11.169,7.528,0,15.314,0,5.858,0,0,5.312,0,0,0,0,0,0,0,0,0,0,5.06,1.669,3.795,7.443,7.81,12.717,0,0,0,0,13.506,0,0,0,12.193,0,0,0,0,0,1.337,0,0,0,2.669,4.612,7.729,5.839,10.905,4.922,16.94,7.627,0,17.265,12.864,0,8.055,7.186,3.302,0
ASV_1552,0,0,0,0,0,4.079,0,0,0,0.963,0,0,0,0,0,7.112,3.432,0,0,0,0,0,0,0,3.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0,0,1.195,0,2.856,2.872,0,0,0,0,0,0,0,0,0,0,0,2.943,3.19,0,0,0,0,0,0,0,0,0,0,0,1.244,3.344,0,0,0,0,2.404,0,0,10.169,0,0,0,0,0,0,0,0,0,0,0,0,8.806,0,0,0,0,1.922,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.079,2.056,2.068,0,1.472,2.661,2.533,5.752,0,0,0,9.042,2.034,0,0,0,0,0,0,0,0,0,0,5.817,2.455,3.989,9.752,1.982,3.833,4.71,3.115,0,4.812,10.355,5.866,4.322,5.367,3.019,0,0,0,0
ASV_1558,0,0.179,0,0,0.101,0,2.287,0,0,0,0,1.927,0,5.728,0,0,6.382,0,0,6.312,0,0,2.251,0,1.774,0,0,0,0,0,0,1.339,4.63,13.121,1.569,0,0,0,0,0,0,3.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.071,0,0,0,0,0.893,0.787,0,0,0,6.055,0,0,0,3.449,0,0,0,0,0,0,0,0,0,0,0,0,5.625,6.003,1.483,2.553,4.142,2.023,3.573,1.754,0,4.135,0,4.366,0.705,0,1.746,0,0,0,0,0,0,0,0,2.879,0,4.242,0,0.679,0,0,0,0,1.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.574,0.704,0,1.066,2.712,0,3.48,1.562,0,0,5.699,0,4.935,6.177,5.646,3.348,0,1.155,0,0
