"ratio.Heterogeneous.Selection","ratio.Homogeneous.Selection","ratio.Dispersal.Limitation","ratio.Homogenizing.Dispersal","ratio.Undominated","ratio.num.pair","result.sample1","result.sample2","result.bMNTD","result.BC","result.bNTI","result.RC","result.process"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.N.2","N0.N.1",0.000298985735936647,0.0046422719825232,-1.61245199079745,-1,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.N.3","N0.N.1",0.000182239767340251,0.00518842162752591,-1.99852241906521,-1,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.N.4","N0.N.1",0.000803288160947796,0.00600839138657617,-0.658799184120448,-1,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.N.5","N0.N.1",0.000426584162479519,0.00491534680502457,-0.96472025999009,-1,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.RT.1","N0.N.1",0.141712913183911,0.772106986899564,2.61996702132868,-0.972,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.RT.2","N0.N.1",0.0323064089841218,0.179753761969902,2.0691416740268,-1,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.RT.3","N0.N.1",0.10402221367756,0.641941641668939,0.996118037677932,-0.964,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.RT.4","N0.N.1",0.136029006807273,0.865757162346522,0.806178021035065,-0.962,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.RT.5","N0.N.1",0.0491357285933941,0.249727371864776,3.32424876745425,-0.992,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.RH.1","N0.N.1",0.0963237156709196,0.807524536532171,-0.828617757613037,-0.97,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.RH.2","N0.N.1",0.0627995767834123,0.514756485900087,-0.744491564557518,-0.976,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.RH.3","N0.N.1",0.036041660134594,0.276863754285696,-0.548122599109458,-1,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.RH.4","N0.N.1",0.10575564028092,0.763057671381936,-0.193623072164108,-0.976,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.RH.5","N0.N.1",0.0878680082505891,0.681917211328976,-0.726176882759056,-0.976,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.Z.1","N0.N.1",0.17673678857424,0.863884342607747,3.68156104942252,-0.952,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.Z.2","N0.N.1",0.174433665332606,0.84432933478735,3.7273117330212,-0.964,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.Z.3","N0.N.1",0.163738298306479,0.768561327168887,4.00122387542102,-0.968,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.Z.4","N0.N.1",0.162233294889133,0.715961800818554,4.72815363214751,-0.976,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.Z.5","N0.N.1",0.152743198291302,0.772652838427948,3.12315178924228,-0.976,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.O.1","N0.N.1",0.238638759329418,0.986065573770492,6.47508957575124,-0.797,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.O.2","N0.N.1",0.22613207233075,0.986666666666667,5.53444000522762,-0.747,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.O.3","N0.N.1",0.253177063801951,0.994031470428649,6.09138911073174,-0.366,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.O.4","N0.N.1",0.242019804912622,0.987459105779717,6.32850298734274,-0.738,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N0.O.5","N0.N.1",0.240388630472662,0.987718340611354,6.13025445329249,-0.73,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N2.N.1","N0.N.1",0.000321154225840555,0.00573457127252864,-1.98558603563911,-1,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N2.N.2","N0.N.1",0.00119834379096122,0.00682687056253416,-0.660386018536217,-1,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N2.N.3","N0.N.1",0.00120545772041494,0.00436919716002185,1.20656661396841,-1,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N2.N.4","N0.N.1",0.000686284088476243,0.00546149645002729,-0.600510305720212,-1,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N2.N.5","N0.N.1",0.00057944663372796,0.00546239079988264,-1.00848506499597,-1,"Homogenizing.Dispersal"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N2.RT.1","N0.N.1",0.11849899131813,0.588764657758385,3.58507626952479,-0.986,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N2.RT.2","N0.N.1",0.15738665608937,0.789803707742639,3.71586172003461,-0.966,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N2.RT.3","N0.N.1",0.164547327588529,0.828922237380628,3.65900173670066,-0.972,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N2.RT.4","N0.N.1",0.0876747254022546,0.431260229132571,3.95644026181972,-1,"Heterogeneous.Selection"
0.195151515151515,0.345252525252525,0.102020202020202,0.0804040404040404,0.277171717171717,4950,"N2.RT.5","N0.N.1",0.165518439129724,0.826823272329964,3.58818693154449,-0.964,"Heterogeneous.Selection"
