"Method","GroupBasedOn","Group","Index","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","bin11","bin12","bin13","bin14","bin15","bin16","bin17","bin18","bin19","bin20","bin21","bin22","bin23","bin24","bin25","bin26","bin27","bin28","bin29","bin30","bin31","bin32","bin33","bin34","bin35","bin36","bin37","bin38","bin39","bin40","bin41","bin42","bin43","bin44","bin45","bin46","bin47","bin48","bin49","bin50","bin51","bin52","bin53","bin54","bin55","bin56","bin57","bin58","bin59","bin60","bin61","bin62","bin63","bin64","bin65","bin66","bin67","bin68","bin69","bin70","bin71","bin72","bin73","bin74","bin75","bin76","bin77","bin78","bin79","bin80","bin81","bin82","bin83","bin84","bin85","bin86","bin87","bin88","bin89","bin90","bin91","bin92","bin93","bin94","bin95","bin96","bin97","bin98","bin99","bin100","bin101","bin102","bin103","bin104","bin105","bin106","bin107","bin108","bin109","bin110","bin111","bin112","bin113","bin114","bin115","bin116","bin117","bin118","bin119","bin120","bin121","bin122","bin123","bin124","bin125","bin126","bin127","bin128","bin129"
"CbMPDiCbraya","Niche","Nodule_vs_Rhizosphere","HeS","0.304916862493527","0","0","0.133759107290361","0","0","0","0","0","0","0","0","0","0","0","0","0.322683648271729","0.0530346453964278","0","0.13147940199179","0","0","0.212517051800172","0","0","0.129483804650268","0","0","0.157875361047948","0","0","0","0","0","0","0","0","0","0","0","0","0","0.102281845114453","0","0","0","0.296799117406117","0.0531659833228021","0.118237124899413","0","0","0.00399607802215086","0","0","0","0","0.074818585465763","0","0","0","0.198791184758695","0","0","0","0","0.188632245114276","0","0","0","0","0","0","0","0","0","0","0.459766102940674","0","0.0251171763234726","0","0","0","0.0832162420428846","0","0.0868854211847084","0","0","0.0839912230770604","0","0","0","0","0","0.0749863692939652","0","0.00131442176156748","0","0","0.115824106850484","0","0","0","0.286157212669006","0.102358263821675","0","0","0.0345368495889262","0","0.272317725863458","0","0","0","0","0","0","0","0","0","0","0.180730786820291","0","0","0","0","0.122113299151916","0.00499815735643836","0","0","0"
"CbMPDiCbraya","Niche","Nodule_vs_Rhizosphere","HoS","0.202659161127428","0","0","0.328818815416334","0.0367488544137554","0","0","0.140190528604452","0","0","0","0","0","0","0","0.0368109224103102","0.471424398544046","0","0.0773649566707311","0.0862143070157992","0.00736137005485862","0.0850400078010353","0","0","0.0220382654405366","0.73684458098936","0.0299257080988844","0.183881923982733","0","0.102541395991042","0","0.0962548446222798","0","0.0271532173987608","0","0","0","0.106819054507897","0.0272418267394063","0","0.0713236568859002","0.0017254352804397","0.113506053751497","0.107770825951582","0.12566710536937","0.0943044121632617","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00853381108402387","0.043714870543356","0.0860883903404484","0","0","0.00249988695409172","0.121180097272721","0","0","0","0","0","0","0.0768226293274554","0","0","0","0.0353433029187961","0","0.106967860633181","0","0","0","0","0","0","0","0","0.251754546811078","0","0.101924445499351","0","0","0","0","0","0.0262675679869048","0","0.119210437825422","0.327912222645912","0","0","0","0.358819975840953","0.333801596476397","0","0","0.00485027370371583","0","0.238142621687939","0.00814182678214695","0","0","0","0","0","0.277151972711828","0","0","0","0","0","0","0","0","0.0976889508488805","0.00685843366516932","0","0","0"
"CbMPDiCbraya","Niche","Nodule_vs_Rhizosphere","DL","0","0","0.0477878092305863","0.0261212421282434","0.102401608285064","0","0","0.186563945500864","0","0.0399194176140172","0.103861998544338","0","0.142270614282625","0","0.200699887363457","0.0831302400137533","0.0123054906493737","0","0.543561232915832","0.276249714188385","0.0901829291052668","0.155117181791997","0.301673714146767","0.37023768562559","0.480493669059623","0.0340380450176822","0","0.684968611455898","0.207908998319036","0.10691618753169","0","0","0","0.0166233746822179","0.00470439379364628","0.020692726810154","0.0172938013609366","0","0.0439326555529938","0.18221073181833","0","0.00518005379226656","0.0431013208019168","0.207739301402181","0.176649244193354","0.124462569806543","0.030432946874769","0.611610936331616","0.655809427120837","0","0","0","0","0","0","0","0","0.00512697086164799","0.0298687679405026","0","0.0230551153317937","0","0","0","0","0","0","0","0","0","0","0.0215527873637164","0.0153603439041777","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.165175711094805","0","0","0","0","0","0","0","0","0","0","0","0.227872196517444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.101512035427586","0","0","0","0","0","0","0","0.313602790029285","0","0.0447111694504824","0.174273461405786"
"CbMPDiCbraya","Niche","Nodule_vs_Rhizosphere","HD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0696289212049844","0","0","0","0","0.0274477105642715","0.00599057806183607","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0482142583649858","0","0","0.0316717996900847","0.00601739725300164","0.0502414810565345","0","0","0.41577792948348","0","0","0","0.0374278288576681","0","0","0","0","0","0","0","0","0","0.00119133145335282","0","0","0.00964696626957226","0","0.0155829386079534","0","0","0","0.00832615791401566","0","0","0","0","0.0661595302749772","0.0418606976204458","0","0.145024191854915","0","0","0","0","0","0","0","0.0873563216378589","0","0","0","0.0152678476086438","0","0","0","0.0254690356873776","0","0.0269728463357816","0.0418634256236282","0","0","0.0309252669998444","0","0","0","0","0","0.137380003721759","0.132137758352732","0.0755739678685598","0.0294289199113343","0.00435233431755209","0","0","0","0","0","0"
"CbMPDiCbraya","Niche","Nodule_vs_Rhizosphere","DR","0.492423976379045","1","0.952212190769414","0.511300835165061","0.860849537301181","1","1","0.673245525894683","1","0.960080582385983","0.896138001455661","1","0.857729385717375","1","0.799300112636543","0.880058837575936","0.193586462534851","0.946965354603572","0.379073810413437","0.506056576804026","0.902455700839875","0.759842810406967","0.485809234053062","0.62976231437441","0.49746806549984","0.0996335693426898","0.970074291901115","0.131149464561369","0.634215640633015","0.790542416477269","1","0.834116234172736","1","0.956223407919021","0.995295606206354","0.979307273189846","0.955258488074792","0.887190367430267","0.9288255177076","0.81778926818167","0.9286763431141","0.993094510927294","0.741110780332133","0.684489872646237","0.697683650437276","0.781233018030196","0.672767935719114","0.335223080345582","0.22595344797975","1","1","0.947789663612863","1","1","0.968328200309915","0.993982602746998","0.874939933477702","0.994873029138352","0.970131232059497","0.575688259432496","0.734438829366156","0.913911609659552","1","0.962572171142332","0.997500113045908","0.690187657613003","1","1","1","1","1","0.978447212636284","0.907817026768367","0.998808668546647","1","1","0.495243627870958","1","0.852332024435393","1","1","1","0.9084576000431","1","0.913114578815291","1","1","0.598094699836884","0.958139302379554","0.732899843405844","0.854975808145085","1","1","0.925013630706035","1","0.972418010251528","1","0.880789562174578","0.468907348865745","1","1","0.772127803482556","0.339754963881397","0.563840139701927","1","1","0.93514384101998","1","0.462566806112821","0.949994747594225","1","1","0.969074733000156","1","1","0.722848027288172","1","0.898487964572414","0.86261999627824","0.687131454826977","0.92442603213144","0.970571080088666","0.995647665682448","1","0.780197749999203","0.674540618949108","1","0.955288830549518","0.825726538594214"
"CbMPDiCbraya","Niche","Nodule_vs_Rhizosphere","DominantProcess","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","HoS","DR","DL","DR","DR","DR","DR","DR","DR","HoS","DR","DL","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DL","DL","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","HoS","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR"
"CbMPDiCbraya","Niche","Nodule_vs_Rhizosphere","DominantProcessImportance","0.492423976379045","1","0.952212190769414","0.511300835165061","0.860849537301181","1","1","0.673245525894683","1","0.960080582385983","0.896138001455661","1","0.857729385717375","1","0.799300112636543","0.880058837575936","0.471424398544046","0.946965354603572","0.543561232915832","0.506056576804026","0.902455700839875","0.759842810406967","0.485809234053062","0.62976231437441","0.49746806549984","0.73684458098936","0.970074291901115","0.684968611455898","0.634215640633015","0.790542416477269","1","0.834116234172736","1","0.956223407919021","0.995295606206354","0.979307273189846","0.955258488074792","0.887190367430267","0.9288255177076","0.81778926818167","0.9286763431141","0.993094510927294","0.741110780332133","0.684489872646237","0.697683650437276","0.781233018030196","0.672767935719114","0.611610936331616","0.655809427120837","1","1","0.947789663612863","1","1","0.968328200309915","0.993982602746998","0.874939933477702","0.994873029138352","0.970131232059497","0.575688259432496","0.734438829366156","0.913911609659552","1","0.962572171142332","0.997500113045908","0.690187657613003","1","1","1","1","1","0.978447212636284","0.907817026768367","0.998808668546647","1","1","0.495243627870958","1","0.852332024435393","1","1","1","0.9084576000431","1","0.913114578815291","1","1","0.598094699836884","0.958139302379554","0.732899843405844","0.854975808145085","1","1","0.925013630706035","1","0.972418010251528","1","0.880789562174578","0.468907348865745","1","1","0.772127803482556","0.358819975840953","0.563840139701927","1","1","0.93514384101998","1","0.462566806112821","0.949994747594225","1","1","0.969074733000156","1","1","0.722848027288172","1","0.898487964572414","0.86261999627824","0.687131454826977","0.92442603213144","0.970571080088666","0.995647665682448","1","0.780197749999203","0.674540618949108","1","0.955288830549518","0.825726538594214"
"CbMPDiCbraya","Niche","Nodule_vs_Rhizosphere","DominantProcessPvalue","0.29","0","0","0.27","0","0","0","0","0","0","0","0","0","0","0","0","0.29","0","0.28","0.06","0","0","0.3","0.09","0.41","0","0","0","0.03","0","0","0","0.32","0","0","0","0","0","0","0","0","0","0.01","0","0","0","0.07","0.15","0.07","0","0","0","0","0","0","0","0","0","0","0.32","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.44","0","0","0","0","0","0","0","0","0","0","0.07","0","0","0","0","0","0","0","0","0","0","0.27","0","0","0","0.56","0.17","0","0","0","0","0.25","0","0.02","0","0","0","0","0.16","0","0","0","0","0","0","0","0.41","0","0.01","0","0","0"
"CbMPDiCbraya","Niche","Nodule_vs_Rootzone","HeS","0","0","0","0.0903437068618042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0683283469532624","0","0.0619960946514761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0476515790221033","0.117968540265121","0","0.121794997074853","0","0","0","0.0481597555301618","0","0","0","0","0.06749040422929","0","0","0.0434875238311879","0","0","0","0","0.00521607890946804","0","0","0.240624133737236","0","0","0","0.200883132393236","0.0564786805302923","0","0","0","0","0.0682121348444384","0","0","0","0","0.271309974251222","0","0","0","0","0","0","0","0","0.13997705021205","0","0.222701490891233","0.00655377073226573","0","0","0"
"CbMPDiCbraya","Niche","Nodule_vs_Rootzone","HoS","0.0550452578901044","0","0","0","0.00523021725014615","0","0","0","0","0","0","0","0","0.0876878135564671","0","0.0380264637350177","0","0","0","0","0.0379956821682982","0","0","0","0.249854983452875","0.506300131556471","0.00522780950718837","0.211756265644332","0","0","0","0.0416220918554766","0","0","0","0","0","0","0","0","0.0563934646621005","0.00550572259158034","0","0.0280889884659972","0.0435141240568012","0.0123492738697227","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0507578816287799","0","0.0806791417674445","0","0.00219456217766076","0.0429148750345505","0.068815367358384","0","0","0","0","0","0","0","0","0","0.0949405916820819","0.127234520595987","0.0434523067897197","0.151702814176836","0","0","0","0.0539090226877464","0","0.111981511300238","0","0","0.145096923581995","0","0","0.0682275084677472","0","0","0","0","0.037518754449594","0","0.0571323261940973","0.379391467757407","0","0","0","0.22474303302783","0","0","0","0","0","0.385893299669304","0.00454430316418908","0","0","0","0","0","0","0","0","0","0","0","0","0.0276129759238734","0","0","0","0","0","0"
"CbMPDiCbraya","Niche","Nodule_vs_Rootzone","DL","0.217132720274497","0","0","0.00513185543602168","0","0","0","0.153914359834733","0","0","0.0778250901940111","0.0465591162878578","0.266836557763253","0.162373200542523","0","0","0","0","0","0","0","0","0","0.086510280569409","0","0","0","0.622985896508834","0","0","0.239372492979705","0","0","0","0.00970287866784412","0","0","0","0.175617292860695","0","0","0","0","0","0","0","0","0","0","0.390665031326593","0.413029478192198","0","0","0","0","0.0476156384072802","0","0","0.285293433796931","0","0.0343364612326807","0.32164243130397","0.228836961927509","0","0","0.0202021433498725","0.180040716285425","0.251596590435941","0.341757333676845","0.230629160900422","0.55669891497044","0.0893983755984162","0.332344051259538","0.135796067996268","0.397963485999766","0.117271616141676","0.00376800698537481","0.35119207563233","0","0.216979806016476","0.179202285357663","0.226034985807753","0.117311299431943","0.107236297406738","0.163024589702797","0.520435067400163","0.364396660214354","0.0255083201441555","0","0.171546325163651","0.0614280388188732","0.37052831164141","0","0","0","0","0","0","0","0.272110698366262","0.33222917451519","0","0","0","0.118864348569275","0.36316254013188","0.0639589253404177","0.202850904908332","0.00674271411962618","0","0","0.0272997091278598","0","0.549037094643827","0","0.848344540683379","0.0385800245337049","0.374810720434993","0.182711396850528","0.0151401654985637","0.121003339541436","0.424226590882208","0.290942289962293","0","0.0387244763194043","0.127050357942112","0","0","0.205374364829184"
"CbMPDiCbraya","Niche","Nodule_vs_Rootzone","HD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00218284682186541","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0013828863659672","0","0","0","0","0","0","0","0","0","0.00530112398176516","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CbMPDiCbraya","Niche","Nodule_vs_Rootzone","DR","0.727822021835398","1","1","0.904524437702174","0.994769782749854","1","1","0.846085640165267","1","1","0.922174909805989","0.953440883712142","0.733163442236747","0.74993898590101","1","0.961973536264982","1","0.997817153178135","1","1","0.962004317831702","1","1","0.913489719430591","0.750145016547125","0.493699868443529","0.994772190492812","0.165257837846834","1","1","0.760627507020295","0.958377908144524","1","0.998617113634033","0.990297121332156","1","1","1","0.824382707139305","1","0.9436065353379","0.99449427740842","1","0.966609887552238","0.956485875943199","0.987650726130277","1","1","1","0.609334968673407","0.586970521807802","1","1","1","1","0.95238436159272","1","0.931671653046738","0.714706566203069","0.887246023719744","0.965663538767319","0.597678426928585","0.771163038072491","0.997805437822339","0.957085124965449","0.910982489291744","0.819959283714575","0.748403409564059","0.658242666323155","0.769370839099578","0.44330108502956","0.910601624401584","0.667655948740462","0.864203932003732","0.602036514000234","0.740136213154138","0.751028932153516","0.605355617577951","0.726502188748311","0.783020193983524","0.820797714642337","0.773965014192247","0.780619922350149","0.892763702593262","0.724993898996965","0.479564932599837","0.635603339785646","0.76190435204456","1","0.828453674836349","0.826856928882192","0.62947168835859","1","1","1","0.957265166640938","1","0.942867673805903","0.379984398505357","0.727889301633738","0.66777082548481","1","0.574373834578934","0.943521319469708","0.881135651430725","0.63683745986812","0.936041074659582","0.797149095091668","0.539151851366632","0.995455696835811","1","0.97270029087214","1","0.179652931104951","1","0.151655459316621","0.961419975466295","0.625189279565007","0.817288603149471","0.984859834501436","0.878996660458564","0.575773409117792","0.541467683901783","1","0.738574032789363","0.866395871325622","1","1","0.794625635170817"
"CbMPDiCbraya","Niche","Nodule_vs_Rootzone","DominantProcess","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","HoS","DR","DL","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DL","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DL","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DL","DR","DL","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR"
"CbMPDiCbraya","Niche","Nodule_vs_Rootzone","DominantProcessImportance","0.727822021835398","1","1","0.904524437702174","0.994769782749854","1","1","0.846085640165267","1","1","0.922174909805989","0.953440883712142","0.733163442236747","0.74993898590101","1","0.961973536264982","1","0.997817153178135","1","1","0.962004317831702","1","1","0.913489719430591","0.750145016547125","0.506300131556471","0.994772190492812","0.622985896508834","1","1","0.760627507020295","0.958377908144524","1","0.998617113634033","0.990297121332156","1","1","1","0.824382707139305","1","0.9436065353379","0.99449427740842","1","0.966609887552238","0.956485875943199","0.987650726130277","1","1","1","0.609334968673407","0.586970521807802","1","1","1","1","0.95238436159272","1","0.931671653046738","0.714706566203069","0.887246023719744","0.965663538767319","0.597678426928585","0.771163038072491","0.997805437822339","0.957085124965449","0.910982489291744","0.819959283714575","0.748403409564059","0.658242666323155","0.769370839099578","0.55669891497044","0.910601624401584","0.667655948740462","0.864203932003732","0.602036514000234","0.740136213154138","0.751028932153516","0.605355617577951","0.726502188748311","0.783020193983524","0.820797714642337","0.773965014192247","0.780619922350149","0.892763702593262","0.724993898996965","0.520435067400163","0.635603339785646","0.76190435204456","1","0.828453674836349","0.826856928882192","0.62947168835859","1","1","1","0.957265166640938","1","0.942867673805903","0.379984398505357","0.727889301633738","0.66777082548481","1","0.574373834578934","0.943521319469708","0.881135651430725","0.63683745986812","0.936041074659582","0.797149095091668","0.539151851366632","0.995455696835811","1","0.97270029087214","1","0.549037094643827","1","0.848344540683379","0.961419975466295","0.625189279565007","0.817288603149471","0.984859834501436","0.878996660458564","0.575773409117792","0.541467683901783","1","0.738574032789363","0.866395871325622","1","1","0.794625635170817"
"CbMPDiCbraya","Niche","Nodule_vs_Rootzone","DominantProcessPvalue","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.08","0.47","0","0.03","0","0","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0","0.21","0.34","0","0","0","0","0","0","0","0.05","0","0","0.04","0","0","0","0","0","0","0.03","0","0.33","0","0.06","0","0.13","0","0","0.12","0","0.02","0","0","0","0","0","0.44","0.02","0","0","0.01","0","0.19","0","0","0","0","0","0","0.64","0.01","0.08","0","0.13","0","0","0.08","0","0","0.2","0","0","0","0","0.38","0","0","0","0.2","0","0","0","0.26","0.07","0.14","0","0","0","0","0"
"CbMPDiCbraya","Niche","Nodule_vs_Original","HeS","0.167036524020077","0","0","0.261219536924896","0","0","0","0","0","0","0.0440607741893632","0","0","0","0","0","0.141414257724502","0","0","0","0","0","0","0.243810897165347","0","0.0529883729752973","0","0","0","0","0","0.428854813762326","0","0.133763904379542","0","0","0","0.133725348864576","0","0","0","0","0.245809540691122","0","0.00892461797423978","0","0","0","0","0","0","0.00285308882803507","0.0609895227670377","0","0","0","0.263072020062329","0","0","0.00623224896535359","0","0.16379735075882","0","0","0","0","0","0","0","0.0441743331652828","0","0","0","0","0","0.0396526961012443","0.113255515258715","0.16609015147353","0.19835748153909","0","0","0","0.114239212907122","0","0.116282525709318","0","0","0.0959255550033876","0","0","0.125333121273797","0","0","0","0","0.0130471860129396","0","0","0.13179052056196","0","0","0","0.247995259813592","0","0","0","0","0","0","0","0","0","0.0875222515490207","0","0","0","0","0","0","0.23839496168374","0","0.299206891549305","0","0","0.338370695654629","0","0","0","0"
"CbMPDiCbraya","Niche","Nodule_vs_Original","HoS","0","0","0","0","0.0178745104654981","0","0","0","0","0","0","0","0","0","0","0.0249864168783302","0","0","0","0","0.0342549225127228","0","0","0.623594995978009","0","0.489128507146919","0.0182329166518595","0.0497623101472435","0","0","0","0.22579700351649","0","0","0","0","0","0","0","0","0.0535071994802412","0.0111340919945085","0","0.0354529240856952","0.021467324032506","0.0249992608184046","0.00115143179409732","0","0","0","0","0","0.32452049555285","0","0","0","0.118228172623211","0.0564355616228784","0","0.0538474072871614","0","0.107824364854012","0","0.00251746679312155","0.00921572239962253","0","0","0","0","0","0","0.0877422159274674","0","0","0","0","0.397242250805945","0","0.111643426801711","0","0","0","0.14015451846588","0","0","0.23018170731364","0","0.0426031312440728","0","0","0.224361895123264","0","0","0","0.181421920784899","0.211269061470367","0","0","0.142221857378259","0","0","0","0.708755537121247","0.198926979266304","0","0","0.0399382760360398","0","0.0242642583177911","0","0","0","0","0","0","0.102076188326688","0","0","0","0.273709777345427","0","0","0","0","0","0","0","0","0"
"CbMPDiCbraya","Niche","Nodule_vs_Original","DL","0","0","0","0.0354506070555613","0","0","0","0","0","0","0","0.00688317600497566","0.0959052245276184","0.276364601199022","0","0","0","0","0","0","0","0.128104443754277","0.103385302606929","0.0124370198602333","0.915149944893352","0","0","0.932803591932256","0.355797319536322","0","0.526826130022205","0","0.754957894916763","0","0.130281450701986","0","0","0.0585130979957446","0.26084909417614","0.120600835793701","0","0","0.344028661815149","0","0","0","0","0.697501894489689","0","0.298856730105379","0.833250539767377","0","0","0.0333329664245132","0.0056831628282753","0","0","0.0262834139291187","0.367614290291523","0.0405254090665227","0.00592935892966175","0.202964938643362","0.145056806432283","0","0.0218720099983485","0","0","0.508197788478126","0.0122745636688927","0.28591520510549","0.432119037399159","0","0.25605478605299","0","0.411870351752461","0.572409169851821","0.00363373132319437","0.676911308440342","0","0","0","0.178534607097978","0","0","0","0.0627762516557281","0.00509642805413402","0","0","0","0.0224617406446992","0.746258429679965","0.650691161446196","0","0","0","0","0","0.0154734842440181","0.507979975608998","0.733741755144226","0.093540551575043","0","0","0.632637220228189","0.190201102756774","0.0561639996152487","0.393126749343752","0.0189658309097665","0","0","0.387622812639899","0.00398275414352285","0.761639291761461","0.605923311934742","0","0","0.233005976006918","0.0778249069109017","0.00382484736435426","0.0743107042660985","0.00722376760992295","0.0922051242994996","0.907649215791002","0.0407225812261097","0.163182867366919","0","0","0"
"CbMPDiCbraya","Niche","Nodule_vs_Original","HD","0","0","0","0","0","0","0.00664226295659955","0","0","0","0","0","0","0","0","0","0.022902581522981","0.000167410084500486","0","0","0","0","0","0","0","0","0.00395077883894302","0","0","0","0","0","0","0","0","0","0.107101127056852","0","0","0","0.0078628851937334","0","0","0.0536220766300091","0.0608270797216096","0.0614378327429658","0.0628629549624593","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000970744408181751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0332790284165433","0","0","0","0","0","0","0","0","0","0.00121726409329307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00490517100966821","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.044704908971771","0"
"CbMPDiCbraya","Niche","Nodule_vs_Original","DR","0.832963475979923","1","1","0.703329856019542","0.982125489534502","1","0.9933577370434","1","1","1","0.955939225810637","0.993116823995024","0.904094775472382","0.723635398800978","1","0.97501358312167","0.835683160752517","0.9998325899155","1","1","0.965745077487277","0.871895556245723","0.896614697393071","0.120157086996411","0.0848500551066482","0.457883119877784","0.977816304509197","0.0174340979205004","0.644202680463678","1","0.473173869977795","0.345348182721185","0.245042105083237","0.866236095620458","0.869718549298014","1","0.892898872943148","0.807761553139679","0.73915090582386","0.879399164206299","0.938629915326025","0.988865908005491","0.41016179749373","0.910924999284296","0.908780978271645","0.91356290643863","0.935985613243443","0.302498105510311","1","0.701143269894621","0.166749460232623","0.997146911171965","0.614489981680112","0.966667033575487","0.994316837171725","1","0.61869980731446","0.917281024448003","0.632385709708477","0.899394934680962","0.994070641070338","0.525413345743806","0.854943193567717","0.996511788798697","0.968912267602029","1","1","0.491802211521874","0.987725436331107","0.669910461729227","0.567880962600841","0.912257784072533","0.74394521394701","1","0.588129648247539","0.387938134046935","0.485868502612145","0.156998540086128","0.656720063242656","1","1","0.821465392902022","0.745606268626998","1","0.883717474290682","0.707042041030632","0.994903571945866","0.86147131375254","0.998782735906707","1","0.62784324295824","0.253741570320035","0.349308838553804","1","0.818578079215101","0.775683752516694","1","1","0.710514137815763","0.492020024391002","0.266258244855774","0.906459448424957","0.0432492030651612","0.801073020733696","0.367362779771811","0.809798897243226","0.903897724348712","0.606873250656248","0.956769910772442","0.995094828990332","1","0.612377187360101","0.908494994307457","0.238360708238538","0.394076688065258","0.897923811673312","1","0.766994023993082","0.922175093089098","0.484070413606479","0.925689295733901","0.693569340840772","0.9077948757005","0.0923507842089979","0.620906723119262","0.836817132633081","1","0.955295091028229","1"
"CbMPDiCbraya","Niche","Nodule_vs_Original","DominantProcess","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","HoS","DL","HoS","DR","DL","DR","DR","DL","HeS","DL","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DL","DR","DR","DL","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DL","DR","DR","DR","DR","DR","DR","DR","DL","DR","DL","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DR","DL","DL","DR","DR","DR","DR","DR","DR","DL","DL","DR","HoS","DR","DL","DR","DR","DR","DR","DR","DR","DR","DR","DL","DL","DR","DR","DR","DR","DR","DR","DR","DR","DL","DR","DR","DR","DR","DR"
"CbMPDiCbraya","Niche","Nodule_vs_Original","DominantProcessImportance","0.832963475979923","1","1","0.703329856019542","0.982125489534502","1","0.9933577370434","1","1","1","0.955939225810637","0.993116823995024","0.904094775472382","0.723635398800978","1","0.97501358312167","0.835683160752517","0.9998325899155","1","1","0.965745077487277","0.871895556245723","0.896614697393071","0.623594995978009","0.915149944893352","0.489128507146919","0.977816304509197","0.932803591932256","0.644202680463678","1","0.526826130022205","0.428854813762326","0.754957894916763","0.866236095620458","0.869718549298014","1","0.892898872943148","0.807761553139679","0.73915090582386","0.879399164206299","0.938629915326025","0.988865908005491","0.41016179749373","0.910924999284296","0.908780978271645","0.91356290643863","0.935985613243443","0.697501894489689","1","0.701143269894621","0.833250539767377","0.997146911171965","0.614489981680112","0.966667033575487","0.994316837171725","1","0.61869980731446","0.917281024448003","0.632385709708477","0.899394934680962","0.994070641070338","0.525413345743806","0.854943193567717","0.996511788798697","0.968912267602029","1","1","0.508197788478126","0.987725436331107","0.669910461729227","0.567880962600841","0.912257784072533","0.74394521394701","1","0.588129648247539","0.572409169851821","0.485868502612145","0.676911308440342","0.656720063242656","1","1","0.821465392902022","0.745606268626998","1","0.883717474290682","0.707042041030632","0.994903571945866","0.86147131375254","0.998782735906707","1","0.62784324295824","0.746258429679965","0.650691161446196","1","0.818578079215101","0.775683752516694","1","1","0.710514137815763","0.507979975608998","0.733741755144226","0.906459448424957","0.708755537121247","0.801073020733696","0.632637220228189","0.809798897243226","0.903897724348712","0.606873250656248","0.956769910772442","0.995094828990332","1","0.612377187360101","0.908494994307457","0.761639291761461","0.605923311934742","0.897923811673312","1","0.766994023993082","0.922175093089098","0.484070413606479","0.925689295733901","0.693569340840772","0.9077948757005","0.907649215791002","0.620906723119262","0.836817132633081","1","0.955295091028229","1"
