"igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
1,1,0,1
1,0.226720647773279,0,1
1,0.538461538461538,0,1
1,0.538461538461538,0,1
1,0.538461538461538,0,1
1,0.538461538461538,0,1
1,0.538461538461538,0,1
1,0.538461538461538,0,1
1,0.538461538461538,0,1
4,0.833333333333333,3,4
4,0.833333333333333,3,4
1,0.342857142857143,0,1
1,0.342857142857143,0,1
1,1,0,1
1,1,0,1
1,1,0,1
1,1,0,1
1,0.666666666666667,0,1
1,0.666666666666667,0,1
1,1,0,1
2,0.75,2,2
1,0.5,0,1
1,1,0,1
2,0.625,0.25,2
2,0.625,0.25,2
2,0.625,0.25,2
2,0.625,0.25,2
1,0.666666666666667,0,1
1,0.666666666666667,0,1
1,1,0,1
1,0.666666666666667,0,1
1,0.666666666666667,0,1
1,0.6,0,1
1,0.6,0,1
1,0.6,0,1
2,1,1,2
1,0.666666666666667,0,1
1,0.666666666666667,0,1
1,1,0,1
1,1,0,1
1,0.555555555555556,0,1
1,0.555555555555556,0,1
1,0.555555555555556,0,1
1,0.555555555555556,0,1
1,0.555555555555556,0,1
1,1,0,1
1,1,0,1
1,0.274509803921569,0,1
4,0.642857142857143,1,4
7,0.378378378378378,568.449370067795,7
1,0.195804195804196,0,1
1,0.233333333333333,0,1
1,0.239316239316239,0,1
1,0.241379310344828,0,1
1,0.239316239316239,0,1
1,0.282828282828283,0,1
1,0.239316239316239,0,1
5,0.5,38,5
1,0.195804195804196,0,1
2,0.325581395348837,65.9250095984319,2
1,0.666666666666667,0,1
4,0.259259259259259,213.361261758219,4
4,0.7,1.5,4
2,0.177215189873418,55,2
16,0.383561643835616,268.323991952317,16
4,0.311111111111111,163.225957556936,4
1,1,0,1
1,1,0,1
4,0.642857142857143,1,4
12,0.358974358974359,131.071232791785,12
2,0.241379310344828,50.2887382417814,2
4,0.461538461538462,17.5,4
22,0.417910447761194,551.282875671633,22
1,0.233333333333333,0,1
2,0.177215189873418,1.83333333333333,2
3,0.8,1.5,3
3,0.714285714285714,1,3
7,1,21,7
1,1,0,1
3,0.636363636363636,0.6,3
1,1,0,1
1,1,0,1
3,0.714285714285714,1,3
3,0.5,5.5,3
4,0.7,1.5,4
1,0.666666666666667,0,1
3,0.636363636363636,0.6,3
3,0.6,8.5,3
1,1,0,1
1,1,0,1
1,1,0,1
1,1,0,1
4,0.7,1.5,4
4,0.642857142857143,1,4
1,0.666666666666667,0,1
1,0.6,0,1
1,1,0,1
3,0.636363636363636,0.6,3
3,0.291666666666667,56.0493276728571,3
7,1,21,7
2,0.625,0.25,2
5,0.5,27.5,5
3,0.714285714285714,1,3
4,0.642857142857143,1,4
1,1,0,1
1,1,0,1
1,1,0,1
2,0.625,0.25,2
1,0.23728813559322,0,1
1,1,0,1
8,0.325581395348837,52.650656705325,8
2,1,1,2
1,1,0,1
2,0.75,2,2
1,0.6,0,1
1,0.5,0,1
4,0.642857142857143,1,4
4,0.642857142857143,1,4
1,1,0,1
1,0.333333333333333,0,1
2,0.625,0.25,2
1,0.239316239316239,0,1
4,0.833333333333333,3,4
2,1,1,2
3,0.636363636363636,0.6,3
4,0.7,1.5,4
1,1,0,1
2,1,1,2
6,0.307692307692308,19.538244649586,6
3,1,3,3
1,0.666666666666667,0,1
2,1,1,2
1,1,0,1
1,1,0,1
3,0.636363636363636,0.6,3
2,0.625,0.25,2
4,0.833333333333333,3,4
5,1,10,5
1,0.666666666666667,0,1
3,0.8,1.5,3
1,0.6,0,1
1,1,0,1
1,1,0,1
1,0.666666666666667,0,1
