"ID","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","Label"
"bac_ASV_448","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,"Pseudorhodoplanes","Pseudorhodoplanes sinuspersici","bac","bac_ASV_448"
"bac_ASV_45649","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Sinorhizobium","Sinorhizobium fredii group","bac","bac_ASV_45649"
"bac_ASV_4591","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium sp. YM1C-6-2","bac","bac_ASV_4591"
"bac_ASV_46092","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae",NA,NA,"bac","bac_ASV_46092"
"bac_ASV_46098","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,"Rhizobiaceae bacterium","bac","bac_ASV_46098"
"bac_ASV_46100","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Boseaceae","Bosea","Bosea sp. Tri-44","bac","bac_ASV_46100"
"bac_ASV_46101","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Sinorhizobium","Sinorhizobium fredii group","bac","bac_ASV_46101"
"bac_ASV_46102","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer",NA,"bac","bac_ASV_46102"
"bac_ASV_46103","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Sinorhizobium","Sinorhizobium fredii group","bac","bac_ASV_46103"
"bac_ASV_4672","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","Hyphomicrobium sp. SCN 65-11","bac","bac_ASV_4672"
"bac_ASV_468","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"bac","bac_ASV_468"
"bac_ASV_4706","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium murdochi","bac","bac_ASV_4706"
"bac_ASV_4732","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","Hyphomicrobium sp. SCN 65-11","bac","bac_ASV_4732"
"bac_ASV_479","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia sp. 66-22","bac","bac_ASV_479"
"bac_ASV_4793","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Sinorhizobium","Sinorhizobium fredii group","bac","bac_ASV_4793"
"bac_ASV_489","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga","Microvirga ossetica","bac","bac_ASV_489"
"bac_ASV_492","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"bac","bac_ASV_492"
"bac_ASV_498","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia sp. 66-22","bac","bac_ASV_498"
"bac_ASV_50166","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"bac","bac_ASV_50166"
"bac_ASV_50167","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Oryzicola","Oryzicola mucosus","bac","bac_ASV_50167"
"bac_ASV_50168","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"bac","bac_ASV_50168"
"bac_ASV_50174","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium giardinii","bac","bac_ASV_50174"
"bac_ASV_505","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Sinorhizobium","Sinorhizobium fredii group","bac","bac_ASV_505"
"bac_ASV_511","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","Hyphomicrobium sp. CS1BSMeth3","bac","bac_ASV_511"
"bac_ASV_516","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia sp. A16","bac","bac_ASV_516"
"bac_ASV_518","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA,"Hyphomicrobiaceae bacterium","bac","bac_ASV_518"
"bac_ASV_526","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga","Microvirga massiliensis","bac","bac_ASV_526"
"bac_ASV_528","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium","Agrobacterium tumefaciens complex","bac","bac_ASV_528"
"bac_ASV_539","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA,"Hyphomicrobiaceae bacterium","bac","bac_ASV_539"
"bac_ASV_5409","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Reyranellaceae","Reyranella","Reyranella sp. CPCC 100927","bac","bac_ASV_5409"
"bac_ASV_545","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia sp. LC5","bac","bac_ASV_545"
"bac_ASV_5467","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp. dw_411","bac","bac_ASV_5467"
"bac_ASV_549","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia sp. SL43","bac","bac_ASV_549"
"bac_ASV_5535","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,"Xanthobacteraceae bacterium","bac","bac_ASV_5535"
"bac_ASV_554","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia sp. LC5","bac","bac_ASV_554"
"bac_ASV_5564","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","Shinella zoogloeoides","bac","bac_ASV_5564"
"bac_ASV_557","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp. dw_411","bac","bac_ASV_557"
"bac_ASV_558","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes","Rhodoplanes sp. Z2-YC6860","bac","bac_ASV_558"
"bac_ASV_5615","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA,"bac","bac_ASV_5615"
"bac_ASV_5622","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium amorphae","bac","bac_ASV_5622"
"bac_ASV_565","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,"Rhizobiaceae bacterium","bac","bac_ASV_565"
"bac_ASV_585","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. WYJ-E13","bac","bac_ASV_585"
"bac_ASV_590","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia oryziradicis","bac","bac_ASV_590"
"bac_ASV_595","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia sp. A16","bac","bac_ASV_595"
"bac_ASV_603","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia sp. LC5","bac","bac_ASV_603"
"bac_ASV_605","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia oryziradicis","bac","bac_ASV_605"
"bac_ASV_607","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","Hyphomicrobium sp. 32-62-53","bac","bac_ASV_607"
"bac_ASV_616","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia oryziradicis","bac","bac_ASV_616"
"bac_ASV_619","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia sp. 66-22","bac","bac_ASV_619"
"bac_ASV_631","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","Hyphomicrobium sp. CS1BSMeth3","bac","bac_ASV_631"
"bac_ASV_632","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer",NA,"bac","bac_ASV_632"
"bac_ASV_635","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium sp. YM1C-6-2","bac","bac_ASV_635"
"bac_ASV_636","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Boseaceae","Bosea","Bosea sp. F3-2","bac","bac_ASV_636"
"bac_ASV_642","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia ginsengisoli","bac","bac_ASV_642"
"bac_ASV_643","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium camelthorni","bac","bac_ASV_643"
"bac_ASV_7187","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer",NA,"bac","bac_ASV_7187"
"bac_ASV_7355","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium giardinii","bac","bac_ASV_7355"
"bac_ASV_7554","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Sinorhizobium",NA,"bac","bac_ASV_7554"
"bac_ASV_8026","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,"Pseudorhodoplanes","Pseudorhodoplanes sinuspersici","bac","bac_ASV_8026"
"bac_ASV_8077","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium lablabi","bac","bac_ASV_8077"
"bac_ASV_8252","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Sinorhizobium","Sinorhizobium fredii group","bac","bac_ASV_8252"
"bac_ASV_8396","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Sinorhizobium","Sinorhizobium fredii group","bac","bac_ASV_8396"
"bac_ASV_8945","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium",NA,"bac","bac_ASV_8945"
"bac_ASV_986","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp. dw_411","bac","bac_ASV_986"
"bac_ASV_995","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia sp. 66-22","bac","bac_ASV_995"
"fun_ASV_1","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1"
"fun_ASV_1014","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1014"
"fun_ASV_1015","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Glom_1B13","fun","fun_ASV_1015"
"fun_ASV_103","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_103"
"fun_ASV_1043","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1043"
"fun_ASV_1062","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1062"
"fun_ASV_1077","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_1077"
"fun_ASV_1087","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1087"
"fun_ASV_109","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_109"
"fun_ASV_1090","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","","fun","fun_ASV_1090"
"fun_ASV_1118","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1118"
"fun_ASV_113","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_113"
"fun_ASV_1169","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_1169"
"fun_ASV_1175","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_1175"
"fun_ASV_1181","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1181"
"fun_ASV_119","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_119"
"fun_ASV_12","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_12"
"fun_ASV_1200","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1200"
"fun_ASV_1207","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1207"
"fun_ASV_1209","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","","fun","fun_ASV_1209"
"fun_ASV_1216","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1216"
"fun_ASV_122","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_122"
"fun_ASV_1238","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1238"
"fun_ASV_1239","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1239"
"fun_ASV_1249","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1249"
"fun_ASV_125","fun","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","Clade_3","fun","fun_ASV_125"
"fun_ASV_126","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_126"
"fun_ASV_1265","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","","fun","fun_ASV_1265"
"fun_ASV_1268","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","viscosum","fun","fun_ASV_1268"
"fun_ASV_127","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","","fun","fun_ASV_127"
"fun_ASV_1315","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1315"
"fun_ASV_1316","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1316"
"fun_ASV_1330","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1330"
"fun_ASV_1346","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1346"
"fun_ASV_1352","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1352"
"fun_ASV_1393","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1393"
"fun_ASV_140","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_140"
"fun_ASV_1409","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1409"
"fun_ASV_1411","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_1411"
"fun_ASV_1413","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1413"
"fun_ASV_1421","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1421"
"fun_ASV_145","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Whitfield_type_17","fun","fun_ASV_145"
"fun_ASV_146","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_146"
"fun_ASV_1463","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1463"
"fun_ASV_1470","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1470"
"fun_ASV_1472","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1472"
"fun_ASV_1495","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","","fun","fun_ASV_1495"
"fun_ASV_1503","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1503"
"fun_ASV_1532","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_1532"
"fun_ASV_1533","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1533"
"fun_ASV_1584","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1584"
"fun_ASV_1588","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1588"
"fun_ASV_159","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Wirsel_OTU16","fun","fun_ASV_159"
"fun_ASV_16","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_16"
"fun_ASV_1608","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1608"
"fun_ASV_1611","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","","fun","fun_ASV_1611"
"fun_ASV_1613","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1613"
"fun_ASV_1616","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1616"
"fun_ASV_1619","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1619"
"fun_ASV_1649","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_1649"
"fun_ASV_1651","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1651"
"fun_ASV_1674","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1674"
"fun_ASV_168","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_168"
"fun_ASV_1683","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1683"
"fun_ASV_17","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_17"
"fun_ASV_170","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_170"
"fun_ASV_174","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_174"
"fun_ASV_1770","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_1770"
"fun_ASV_1772","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_1772"
"fun_ASV_1797","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1797"
"fun_ASV_18","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","","fun","fun_ASV_18"
"fun_ASV_181","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_181"
"fun_ASV_1825","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1825"
"fun_ASV_1827","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1827"
"fun_ASV_1866","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1866"
"fun_ASV_187","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_187"
"fun_ASV_1870","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1870"
"fun_ASV_19","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_19"
"fun_ASV_1921","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_1921"
"fun_ASV_1951","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_1951"
"fun_ASV_1954","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1954"
"fun_ASV_1986","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_1986"
"fun_ASV_2","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","","fun","fun_ASV_2"
"fun_ASV_202","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Torrecillas12b_Glo_G5","fun","fun_ASV_202"
"fun_ASV_206","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_206"
"fun_ASV_2081","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_2081"
"fun_ASV_2086","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_2086"
"fun_ASV_209","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","lamellosum","fun","fun_ASV_209"
"fun_ASV_21","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","","fun","fun_ASV_21"
"fun_ASV_2111","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_2111"
"fun_ASV_214","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_214"
"fun_ASV_2155","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_2155"
"fun_ASV_218","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_218"
"fun_ASV_2181","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","","fun","fun_ASV_2181"
"fun_ASV_221","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_221"
"fun_ASV_2217","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_2217"
"fun_ASV_224","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_224"
"fun_ASV_2240","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_2240"
"fun_ASV_2245","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_2245"
"fun_ASV_2274","fun","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","","","","fun","fun_ASV_2274"
"fun_ASV_2277","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","acnaGlo7","fun","fun_ASV_2277"
"fun_ASV_230","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_230"
"fun_ASV_2343","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_2343"
"fun_ASV_2344","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_2344"
"fun_ASV_2368","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_2368"
"fun_ASV_242","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_242"
"fun_ASV_2437","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_2437"
"fun_ASV_2441","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_2441"
"fun_ASV_246","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_246"
"fun_ASV_247","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Alguacil12a_Para_1","fun","fun_ASV_247"
"fun_ASV_2498","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","","fun","fun_ASV_2498"
"fun_ASV_25","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_25"
"fun_ASV_259","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_259"
"fun_ASV_265","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_265"
"fun_ASV_2658","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_2658"
"fun_ASV_268","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_268"
"fun_ASV_272","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Glom_1B13","fun","fun_ASV_272"
"fun_ASV_274","fun","Fungi","Glomeromycota","Glomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","","fun","fun_ASV_274"
"fun_ASV_275","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_275"
"fun_ASV_2750","fun","Fungi","Glomeromycota","Glomeromycetes","","","","","fun","fun_ASV_2750"
"fun_ASV_284","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_284"
"fun_ASV_3","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","lamellosum","fun","fun_ASV_3"
"fun_ASV_306","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_306"
"fun_ASV_31","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","","","fun","fun_ASV_31"
"fun_ASV_313","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_313"
"fun_ASV_315","fun","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","","fun","fun_ASV_315"
