ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_29363	Fungi	Glomeromycota	Glomeromycetes				
ASV_29364	Fungi	Glomeromycota	Glomeromycetes				
ASV_29365	Fungi	Glomeromycota	Glomeromycetes				
ASV_29366	Fungi	Glomeromycota	Glomeromycetes				
ASV_29367	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29368	Fungi	Glomeromycota	Glomeromycetes				
ASV_29369	Fungi	Glomeromycota	Glomeromycetes				
ASV_2937	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29370	Fungi	Glomeromycota	Glomeromycetes				
ASV_29371	Fungi	Glomeromycota	Glomeromycetes				
ASV_29372	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29373	Fungi	Glomeromycota	Glomeromycetes				
ASV_29374	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29375	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29376	Fungi	Glomeromycota	Glomeromycetes				
ASV_29377	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29378	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29379	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2938	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29380	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29381	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29382	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_29383	Fungi	Glomeromycota	Glomeromycetes				
ASV_29384	Fungi	Glomeromycota	Glomeromycetes				
ASV_29385	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29386	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29387	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29388	Fungi	Glomeromycota	Glomeromycetes				
ASV_29389	Fungi	Glomeromycota	Glomeromycetes				
ASV_2939	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29390	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29391	Fungi	Glomeromycota	Glomeromycetes				
ASV_29392	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29393	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29394	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29395	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29396	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29397	Fungi	Glomeromycota	Glomeromycetes				
ASV_29398	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29399	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2940	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Clade_3
ASV_29400	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_294	Fungi	Glomeromycota	Glomeromycetes				
ASV_29401	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29402	Fungi	Glomeromycota	Glomeromycetes				
ASV_29403	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29404	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29405	Fungi	Glomeromycota	Glomeromycetes				
ASV_29406	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29407	Fungi	Glomeromycota	Glomeromycetes				
ASV_29408	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	
ASV_29409	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Para1_OTU2
ASV_2941	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_29410	Fungi	Glomeromycota	Glomeromycetes				
ASV_29411	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29412	Fungi	Glomeromycota	Glomeromycetes				
ASV_29413	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29414	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12b_ACA1
ASV_29415	Fungi	Glomeromycota	Glomeromycetes				
ASV_29416	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29417	Fungi	Glomeromycota	Glomeromycetes				
ASV_29418	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29419	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_2942	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29420	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29421	Fungi	Glomeromycota	Glomeromycetes				
ASV_29422	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29423	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29424	Fungi	Glomeromycota	Glomeromycetes				
ASV_29425	Fungi	Glomeromycota	Glomeromycetes				
ASV_29426	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29427	Fungi	Glomeromycota	Glomeromycetes				
ASV_29428	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29429	Fungi	Glomeromycota	Glomeromycetes				
ASV_2943	Fungi	Glomeromycota	Glomeromycetes				
ASV_29430	Fungi	Glomeromycota	Glomeromycetes				
ASV_29431	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29432	Fungi	Glomeromycota	Glomeromycetes				
ASV_29433	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29434	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29435	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29436	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29437	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	
ASV_29438	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Wirsel_OTU16
ASV_29439	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_2944	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29440	Fungi	Glomeromycota	Glomeromycetes				
ASV_29441	Fungi	Glomeromycota	Glomeromycetes				
ASV_29442	Fungi	Glomeromycota	Glomeromycetes				
ASV_29443	Fungi	Glomeromycota	Glomeromycetes				
ASV_29444	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29445	Fungi	Glomeromycota	Glomeromycetes				
ASV_29446	Fungi	Glomeromycota	Glomeromycetes				
ASV_29447	Fungi	Glomeromycota	Glomeromycetes				
ASV_29448	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29449	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2945	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29450	Fungi	Glomeromycota	Glomeromycetes				
ASV_29451	Fungi	Glomeromycota	Glomeromycetes				
ASV_29452	Fungi	Glomeromycota	Glomeromycetes				
ASV_29453	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29454	Fungi	Glomeromycota	Glomeromycetes				
ASV_29455	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29456	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29457	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_29458	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29459	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2946	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_29460	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29461	Fungi	Glomeromycota	Glomeromycetes				
ASV_29462	Fungi	Glomeromycota	Glomeromycetes				
ASV_29463	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29464	Fungi	Glomeromycota	Glomeromycetes				
ASV_29465	Fungi	Glomeromycota	Glomeromycetes				
ASV_29466	Fungi	Glomeromycota	Glomeromycetes				
ASV_29467	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29468	Fungi	Glomeromycota	Glomeromycetes				
ASV_29469	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2947	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Clade_3
ASV_29470	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29471	Fungi	Glomeromycota	Glomeromycetes				
ASV_29472	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29473	Fungi	Glomeromycota	Glomeromycetes				
ASV_29474	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_29475	Fungi	Glomeromycota	Glomeromycetes				
ASV_29476	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29477	Fungi	Glomeromycota	Glomeromycetes				
ASV_29478	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29479	Fungi	Glomeromycota	Glomeromycetes				
ASV_2948	Fungi	Glomeromycota	Glomeromycetes				
ASV_29480	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29481	Fungi	Glomeromycota	Glomeromycetes				
ASV_29482	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29483	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29484	Fungi	Glomeromycota	Glomeromycetes				
ASV_29485	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_29486	Fungi	Glomeromycota	Glomeromycetes				
ASV_29487	Fungi	Glomeromycota	Glomeromycetes				
ASV_29488	Fungi	Glomeromycota	Glomeromycetes				
ASV_29489	Fungi	Glomeromycota	Glomeromycetes				
ASV_2949	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	acnaGlo7
ASV_29490	Fungi	Glomeromycota	Glomeromycetes				
ASV_29491	Fungi	Glomeromycota	Glomeromycetes				
ASV_29492	Fungi	Glomeromycota	Glomeromycetes				
ASV_29493	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29494	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29495	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29496	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29497	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29498	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29499	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_295	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29500	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29501	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29502	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2950	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29503	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_29504	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29505	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29506	Fungi	Glomeromycota	Glomeromycetes				
ASV_29507	Fungi	Glomeromycota	Glomeromycetes				
ASV_29508	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29509	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_2951	Fungi	Glomeromycota	Glomeromycetes				
ASV_29510	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_29511	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	NES27
ASV_29512	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Whitfield_type_17
ASV_29513	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	NES25
ASV_29514	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29515	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_29516	Fungi	Glomeromycota	Glomeromycetes				
ASV_29517	Fungi	Glomeromycota	Glomeromycetes				
ASV_29518	Fungi	Glomeromycota	Glomeromycetes				
ASV_29519	Fungi	Glomeromycota	Glomeromycetes				
ASV_2952	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29520	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29521	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29522	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29523	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Wirsel_OTU16
ASV_29524	Fungi	Glomeromycota	Glomeromycetes				
ASV_29525	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_29526	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29527	Fungi	Glomeromycota	Glomeromycetes				
ASV_29528	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29529	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29530	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2953	Fungi	Glomeromycota	Glomeromycetes				
ASV_29531	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29532	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29533	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29534	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29535	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29536	Fungi	Glomeromycota	Glomeromycetes				
ASV_29537	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29538	Fungi	Glomeromycota	Glomeromycetes				
ASV_29539	Fungi	Glomeromycota	Glomeromycetes				
ASV_29540	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2954	Fungi	Glomeromycota	Glomeromycetes				
ASV_29541	Fungi	Glomeromycota	Glomeromycetes				
ASV_29542	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29543	Fungi	Glomeromycota	Glomeromycetes				
ASV_29544	Fungi	Glomeromycota	Glomeromycetes				
ASV_29545	Fungi	Glomeromycota	Glomeromycetes				
ASV_29546	Fungi	Glomeromycota	Glomeromycetes				
ASV_29547	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Clade_3
ASV_29548	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29549	Fungi	Glomeromycota	Glomeromycetes				
ASV_29550	Fungi	Glomeromycota	Glomeromycetes				
ASV_2955	Fungi	Glomeromycota	Glomeromycetes				
ASV_29551	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29552	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29553	Fungi	Glomeromycota	Glomeromycetes				
ASV_29554	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29555	Fungi	Glomeromycota	Glomeromycetes				
ASV_29556	Fungi	Glomeromycota	Glomeromycetes				
ASV_29557	Fungi	Glomeromycota	Glomeromycetes				
ASV_29558	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29559	Fungi	Glomeromycota	Glomeromycetes				
ASV_29560	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2956	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29561	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29562	Fungi	Glomeromycota	Glomeromycetes				
ASV_29563	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29564	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29565	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29566	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29567	Fungi	Glomeromycota	Glomeromycetes				
ASV_29568	Fungi	Glomeromycota	Glomeromycetes				
ASV_29569	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29570	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2957	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29571	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_29572	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29573	Fungi	Glomeromycota	Glomeromycetes				
ASV_29574	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29575	Fungi	Glomeromycota	Glomeromycetes				
ASV_29576	Fungi	Glomeromycota	Glomeromycetes				
ASV_29577	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29578	Fungi	Glomeromycota	Glomeromycetes				
ASV_29579	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29580	Fungi	Glomeromycota	Glomeromycetes				
ASV_29581	Fungi	Glomeromycota	Glomeromycetes				
ASV_29582	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2958	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29583	Fungi	Glomeromycota	Glomeromycetes				
ASV_29584	Fungi	Glomeromycota	Glomeromycetes				
ASV_29585	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29586	Fungi	Glomeromycota	Glomeromycetes				
ASV_29587	Fungi	Glomeromycota	Glomeromycetes				
ASV_29588	Fungi	Glomeromycota	Glomeromycetes				
ASV_29589	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29590	Fungi	Glomeromycota	Glomeromycetes				
ASV_2959	Fungi	Glomeromycota	Glomeromycetes				
ASV_29591	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29592	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29593	Fungi	Glomeromycota	Glomeromycetes				
ASV_29594	Fungi	Glomeromycota	Glomeromycetes				
ASV_29595	Fungi	Glomeromycota	Glomeromycetes				
ASV_29596	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29597	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29598	Fungi	Glomeromycota	Glomeromycetes				
ASV_29599	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29600	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_296	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_2960	Fungi	Glomeromycota	Glomeromycetes				
ASV_29601	Fungi	Glomeromycota	Glomeromycetes				
ASV_29602	Fungi	Glomeromycota	Glomeromycetes				
ASV_29603	Fungi	Glomeromycota	Glomeromycetes				
ASV_29604	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29605	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Glo59
ASV_29606	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29607	Fungi	Glomeromycota	Glomeromycetes				
ASV_29608	Fungi	Glomeromycota	Glomeromycetes				
ASV_29609	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29610	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2961	Fungi	Glomeromycota	Glomeromycetes				
ASV_29611	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29612	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29613	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29614	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29615	Fungi	Glomeromycota	Glomeromycetes				
ASV_29616	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29617	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29618	Fungi	Glomeromycota	Glomeromycetes				
ASV_29619	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29620	Fungi	Glomeromycota	Glomeromycetes				
ASV_2962	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29621	Fungi	Glomeromycota	Glomeromycetes				
ASV_29622	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29623	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29624	Fungi	Glomeromycota	Glomeromycetes				
ASV_29625	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29626	Fungi	Glomeromycota	Glomeromycetes				
ASV_29627	Fungi	Glomeromycota	Glomeromycetes				
ASV_29628	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29629	Fungi	Glomeromycota	Glomeromycetes				
ASV_29630	Fungi	Glomeromycota	Glomeromycetes				
ASV_2963	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29631	Fungi	Glomeromycota	Glomeromycetes				
ASV_29632	Fungi	Glomeromycota	Glomeromycetes				
ASV_29633	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29634	Fungi	Glomeromycota	Glomeromycetes				
ASV_29635	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29636	Fungi	Glomeromycota	Glomeromycetes				
ASV_29637	Fungi	Glomeromycota	Glomeromycetes				
ASV_29638	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29639	Fungi	Glomeromycota	Glomeromycetes				
ASV_29640	Fungi	Glomeromycota	Glomeromycetes				
ASV_2964	Fungi	Glomeromycota	Glomeromycetes				
ASV_29641	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_29642	Fungi	Glomeromycota	Glomeromycetes				
ASV_29643	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29644	Fungi	Glomeromycota	Glomeromycetes				
ASV_29645	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29646	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29647	Fungi	Glomeromycota	Glomeromycetes				
ASV_29648	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29649	Fungi	Glomeromycota	Glomeromycetes				
ASV_29650	Fungi	Glomeromycota	Glomeromycetes				
ASV_2965	Fungi	Glomeromycota	Glomeromycetes				
ASV_29651	Fungi	Glomeromycota	Glomeromycetes				
ASV_29652	Fungi	Glomeromycota	Glomeromycetes				
ASV_29653	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29654	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29655	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29656	Fungi	Glomeromycota	Glomeromycetes				
ASV_29657	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29658	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29659	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29660	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2966	Fungi	Glomeromycota	Glomeromycetes				
ASV_29661	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29662	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29663	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29664	Fungi	Glomeromycota	Glomeromycetes				
ASV_29665	Fungi	Glomeromycota	Glomeromycetes				
ASV_29666	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29667	Fungi	Glomeromycota	Glomeromycetes				
ASV_29668	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29669	Fungi	Glomeromycota	Glomeromycetes				
ASV_29670	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_2967	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29671	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29672	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_29673	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
