ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_10884	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10885	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10886	Fungi	Glomeromycota	Glomeromycetes				
ASV_10887	Fungi	Glomeromycota	Glomeromycetes				
ASV_10888	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10889	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10890	Fungi	Glomeromycota	Glomeromycetes				
ASV_1089	Fungi	Glomeromycota	Glomeromycetes				
ASV_10891	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10892	Fungi	Glomeromycota	Glomeromycetes				
ASV_10893	Fungi	Glomeromycota	Glomeromycetes				
ASV_10894	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10895	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10896	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10897	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10898	Fungi	Glomeromycota	Glomeromycetes				
ASV_10899	Fungi	Glomeromycota	Glomeromycetes				
ASV_10900	Fungi	Glomeromycota	Glomeromycetes				
ASV_1090	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_109	Fungi	Glomeromycota	Glomeromycetes				
ASV_10901	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10902	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10903	Fungi	Glomeromycota	Glomeromycetes				
ASV_10904	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10905	Fungi	Glomeromycota	Glomeromycetes				
ASV_10906	Fungi	Glomeromycota	Glomeromycetes				
ASV_10907	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10908	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10909	Fungi	Glomeromycota	Glomeromycetes				
ASV_1091	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	
ASV_10910	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10911	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10912	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10913	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_10914	Fungi	Glomeromycota	Glomeromycetes				
ASV_10915	Fungi	Glomeromycota	Glomeromycetes				
ASV_10916	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_10917	Fungi	Glomeromycota	Glomeromycetes				
ASV_10918	Fungi	Glomeromycota	Glomeromycetes				
ASV_10919	Fungi	Glomeromycota	Glomeromycetes				
ASV_1092	Fungi	Glomeromycota	Glomeromycetes				
ASV_10920	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	
ASV_10921	Fungi	Glomeromycota	Glomeromycetes				
ASV_10922	Fungi	Glomeromycota	Glomeromycetes	Diversisporales			
ASV_10923	Fungi	Glomeromycota	Glomeromycetes				
ASV_10924	Fungi	Glomeromycota	Glomeromycetes				
ASV_10925	Fungi	Glomeromycota	Glomeromycetes				
ASV_10926	Fungi	Glomeromycota	Glomeromycetes				
ASV_10927	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_10928	Fungi	Glomeromycota	Glomeromycetes				
ASV_10929	Fungi	Glomeromycota	Glomeromycetes				
ASV_10930	Fungi	Glomeromycota	Glomeromycetes				
ASV_1093	Fungi	Glomeromycota	Glomeromycetes				
ASV_10931	Fungi	Glomeromycota	Glomeromycetes				
ASV_10932	Fungi	Glomeromycota	Glomeromycetes				
ASV_10933	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Wirsel_OTU12
ASV_10934	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	MO_GB1
ASV_10935	Fungi	Glomeromycota	Glomeromycetes				
ASV_10936	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_10937	Fungi	Glomeromycota	Glomeromycetes				
ASV_10938	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10939	Fungi	Glomeromycota	Glomeromycetes				
ASV_1094	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Whitfield_type_17
ASV_10940	Fungi	Glomeromycota	Glomeromycetes				
ASV_10941	Fungi	Glomeromycota	Glomeromycetes				
ASV_10942	Fungi	Glomeromycota	Glomeromycetes				
ASV_10943	Fungi	Glomeromycota	Glomeromycetes				
ASV_10944	Fungi	Glomeromycota	Glomeromycetes				
ASV_10945	Fungi	Glomeromycota	Glomeromycetes				
ASV_10946	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10947	Fungi	Glomeromycota	Glomeromycetes				
ASV_10948	Fungi	Glomeromycota	Glomeromycetes				
ASV_10949	Fungi	Glomeromycota	Glomeromycetes				
ASV_10950	Fungi	Glomeromycota	Glomeromycetes				
ASV_10951	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10952	Fungi	Glomeromycota	Glomeromycetes				
ASV_1095	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10953	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10954	Fungi	Glomeromycota	Glomeromycetes				
ASV_10955	Fungi	Glomeromycota	Glomeromycetes				
ASV_10956	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10957	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10958	Fungi	Glomeromycota	Glomeromycetes				
ASV_10959	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10960	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1096	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	
ASV_10961	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10962	Fungi	Glomeromycota	Glomeromycetes				
ASV_10963	Fungi	Glomeromycota	Glomeromycetes				
ASV_10964	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10965	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10966	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10967	Fungi	Glomeromycota	Glomeromycetes				
ASV_10968	Fungi	Glomeromycota	Glomeromycetes				
ASV_10969	Fungi	Glomeromycota	Glomeromycetes				
ASV_10970	Fungi	Glomeromycota	Glomeromycetes				
ASV_1097	Fungi	Glomeromycota	Glomeromycetes				
ASV_10971	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10972	Fungi	Glomeromycota	Glomeromycetes				
ASV_10973	Fungi	Glomeromycota	Glomeromycetes				
ASV_10974	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10975	Fungi	Glomeromycota	Glomeromycetes				
ASV_10976	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10977	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10978	Fungi	Glomeromycota	Glomeromycetes				
ASV_10979	Fungi	Glomeromycota	Glomeromycetes				
ASV_10980	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1098	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_10981	Fungi	Glomeromycota	Glomeromycetes				
ASV_10982	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10983	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10984	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10985	Fungi	Glomeromycota	Glomeromycetes				
ASV_10986	Fungi	Glomeromycota	Glomeromycetes				
ASV_10987	Fungi	Glomeromycota	Glomeromycetes				
ASV_10988	Fungi	Glomeromycota	Glomeromycetes				
ASV_10989	Fungi	Glomeromycota	Glomeromycetes				
ASV_1099	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	lamellosum
ASV_10990	Fungi	Glomeromycota	Glomeromycetes				
ASV_10991	Fungi	Glomeromycota	Glomeromycetes				
ASV_10992	Fungi	Glomeromycota	Glomeromycetes				
ASV_10993	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_10994	Fungi	Glomeromycota	Glomeromycetes				
ASV_10995	Fungi	Glomeromycota	Glomeromycetes				
ASV_10996	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_10997	Fungi	Glomeromycota	Glomeromycetes				
ASV_10998	Fungi	Glomeromycota	Glomeromycetes				
ASV_10999	Fungi	Glomeromycota	Glomeromycetes				
ASV_1100	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11	Fungi	Glomeromycota	Glomeromycetes				
ASV_11000	Fungi	Glomeromycota	Glomeromycetes				
ASV_110	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	sp
ASV_11001	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	
ASV_11002	Fungi	Glomeromycota	Glomeromycetes				
ASV_11003	Fungi	Glomeromycota	Glomeromycetes				
ASV_11004	Fungi	Glomeromycota	Glomeromycetes				
ASV_11005	Fungi	Glomeromycota	Glomeromycetes				
ASV_11006	Fungi	Glomeromycota	Glomeromycetes				
ASV_11007	Fungi	Glomeromycota	Glomeromycetes				
ASV_11008	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_11009	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_11010	Fungi	Glomeromycota	Glomeromycetes				
ASV_11011	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11012	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11013	Fungi	Glomeromycota	Glomeromycetes				
ASV_11014	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11015	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_11016	Fungi	Glomeromycota	Glomeromycetes				
ASV_11017	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11018	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11019	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1101	Fungi	Glomeromycota	Glomeromycetes				
ASV_11020	Fungi	Glomeromycota	Glomeromycetes				
ASV_1102	Fungi	Glomeromycota	Glomeromycetes				
ASV_11021	Fungi	Glomeromycota	Glomeromycetes				
ASV_11022	Fungi	Glomeromycota	Glomeromycetes				
ASV_11023	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11024	Fungi	Glomeromycota	Glomeromycetes				
ASV_11025	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11026	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11027	Fungi	Glomeromycota	Glomeromycetes				
ASV_11028	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11029	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11030	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1103	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11031	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11032	Fungi	Glomeromycota	Glomeromycetes				
ASV_11033	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11034	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11035	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11036	Fungi	Glomeromycota	Glomeromycetes				
ASV_11037	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11038	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11039	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11040	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1104	Fungi	Glomeromycota	Glomeromycetes				
ASV_11041	Fungi	Glomeromycota	Glomeromycetes				
ASV_11042	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_11043	Fungi	Glomeromycota	Glomeromycetes				
ASV_11044	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11045	Fungi	Glomeromycota	Glomeromycetes				
ASV_11046	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_11047	Fungi	Glomeromycota	Glomeromycetes				
ASV_11048	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11049	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_11050	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_1105	Fungi	Glomeromycota	Glomeromycetes				
ASV_11051	Fungi	Glomeromycota	Glomeromycetes				
ASV_11052	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11053	Fungi	Glomeromycota	Glomeromycetes				
ASV_11054	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_11055	Fungi	Glomeromycota	Glomeromycetes				
ASV_11056	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glo_F
ASV_11057	Fungi	Glomeromycota	Glomeromycetes				
ASV_11058	Fungi	Glomeromycota	Glomeromycetes				
ASV_11059	Fungi	Glomeromycota	Glomeromycetes				
ASV_1106	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Glom_1B13
ASV_11060	Fungi	Glomeromycota	Glomeromycetes				
ASV_11061	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_11062	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11063	Fungi	Glomeromycota	Glomeromycetes				
ASV_11064	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11065	Fungi	Glomeromycota	Glomeromycetes				
ASV_11066	Fungi	Glomeromycota	Glomeromycetes				
ASV_11067	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11068	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11069	Fungi	Glomeromycota	Glomeromycetes				
ASV_11070	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1107	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11071	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_11072	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11073	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11074	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11075	Fungi	Glomeromycota	Glomeromycetes				
ASV_11076	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11077	Fungi	Glomeromycota	Glomeromycetes				
ASV_11078	Fungi	Glomeromycota	Glomeromycetes				
ASV_11079	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_11080	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1108	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_11081	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11082	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11083	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11084	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11085	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11086	Fungi	Glomeromycota	Glomeromycetes				
ASV_11087	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11088	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11089	Fungi	Glomeromycota	Glomeromycetes				
ASV_11090	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1109	Fungi	Glomeromycota	Glomeromycetes				
ASV_11091	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11092	Fungi	Glomeromycota	Glomeromycetes				
ASV_11093	Fungi	Glomeromycota	Glomeromycetes				
ASV_11094	Fungi	Glomeromycota	Glomeromycetes				
ASV_11095	Fungi	Glomeromycota	Glomeromycetes				
ASV_11096	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11097	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_11098	Fungi	Glomeromycota	Glomeromycetes				
ASV_11099	Fungi	Glomeromycota	Glomeromycetes				
ASV_1110	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Whitfield_type_17
ASV_11100	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11101	Fungi	Glomeromycota	Glomeromycetes				
ASV_11102	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11103	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_11104	Fungi	Glomeromycota	Glomeromycetes				
ASV_11105	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Para1_OTU2
ASV_11106	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Whitfield_type_17
ASV_11107	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11108	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_11109	Fungi	Glomeromycota	Glomeromycetes				
ASV_1111	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV_11110	Fungi	Glomeromycota	Glomeromycetes				
ASV_11111	Fungi	Glomeromycota	Glomeromycetes				
ASV_111	Fungi	Glomeromycota	Glomeromycetes				
ASV_11112	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_11113	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11114	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11115	Fungi	Glomeromycota	Glomeromycetes				
ASV_11116	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11117	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11118	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11119	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11120	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1112	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	lamellosum
ASV_11121	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11122	Fungi	Glomeromycota	Glomeromycetes				
ASV_11123	Fungi	Glomeromycota	Glomeromycetes				
ASV_11124	Fungi	Glomeromycota	Glomeromycetes				
ASV_11125	Fungi	Glomeromycota	Glomeromycetes				
ASV_11126	Fungi	Glomeromycota	Glomeromycetes				
ASV_11127	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11128	Fungi	Glomeromycota	Glomeromycetes				
ASV_11129	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11130	Fungi	Glomeromycota	Glomeromycetes				
ASV_1113	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11131	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11132	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11133	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11134	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11135	Fungi	Glomeromycota	Glomeromycetes				
ASV_11136	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11137	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11138	Fungi	Glomeromycota	Glomeromycetes				
ASV_11139	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11140	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1114	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11141	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11142	Fungi	Glomeromycota	Glomeromycetes				
ASV_11143	Fungi	Glomeromycota	Glomeromycetes				
ASV_11144	Fungi	Glomeromycota	Glomeromycetes				
ASV_11145	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11146	Fungi	Glomeromycota	Glomeromycetes				
ASV_11147	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11148	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_11149	Fungi	Glomeromycota	Glomeromycetes				
ASV_11150	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1115	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	lamellosum
ASV_11151	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11152	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11153	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_11154	Fungi	Glomeromycota	Glomeromycetes				
ASV_11155	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_11156	Fungi	Glomeromycota	Glomeromycetes				
ASV_11157	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_11158	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11159	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1116	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11160	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11161	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11162	Fungi	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Alguacil12a_Para_1
ASV_11163	Fungi	Glomeromycota	Glomeromycetes				
ASV_11164	Fungi	Glomeromycota	Glomeromycetes				
ASV_11165	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11166	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11167	Fungi	Glomeromycota	Glomeromycetes				
ASV_11168	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11169	Fungi	Glomeromycota	Glomeromycetes				
ASV_11170	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_1117	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	viscosum
ASV_11171	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11172	Fungi	Glomeromycota	Glomeromycetes				
ASV_11173	Fungi	Glomeromycota	Glomeromycetes				
ASV_11174	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11175	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
ASV_11176	Fungi	Glomeromycota	Glomeromycetes				
ASV_11177	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11178	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11179	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11180	Fungi	Glomeromycota	Glomeromycetes				
ASV_1118	Fungi	Glomeromycota	Glomeromycetes				
ASV_11181	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11182	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11183	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11184	Fungi	Glomeromycota	Glomeromycetes				
ASV_11185	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11186	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11187	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11188	Fungi	Glomeromycota	Glomeromycetes				
ASV_11189	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV_11190	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
