"source","target","correlation","direct","cor"
"fun_ASV_1043","bac_ASV_1877",1,"undirected","+"
"fun_ASV_1714","bac_ASV_1877",1,"undirected","+"
"fun_ASV_1389","bac_ASV_3063",1,"undirected","+"
"fun_ASV_2203","bac_ASV_3063",1,"undirected","+"
"fun_ASV_1772","bac_ASV_3063",1,"undirected","+"
"fun_ASV_2343","bac_ASV_3063",1,"undirected","+"
"fun_ASV_372","bac_ASV_15675",1,"undirected","+"
"fun_ASV_860","bac_ASV_15675",1,"undirected","+"
"fun_ASV_895","bac_ASV_15675",1,"undirected","+"
"fun_ASV_1242","bac_ASV_15675",1,"undirected","+"
"fun_ASV_1002","bac_ASV_3151",1,"undirected","+"
"fun_ASV_2151","bac_ASV_3151",1,"undirected","+"
"fun_ASV_2433","bac_ASV_3151",1,"undirected","+"
"fun_ASV_2563","bac_ASV_3151",1,"undirected","+"
"fun_ASV_1002","bac_ASV_4623",1,"undirected","+"
"fun_ASV_2151","bac_ASV_4623",1,"undirected","+"
"fun_ASV_2433","bac_ASV_4623",1,"undirected","+"
"fun_ASV_2563","bac_ASV_4623",1,"undirected","+"
"fun_ASV_1002","bac_ASV_4733",1,"undirected","+"
"fun_ASV_2151","bac_ASV_4733",1,"undirected","+"
"fun_ASV_2433","bac_ASV_4733",1,"undirected","+"
"fun_ASV_2563","bac_ASV_4733",1,"undirected","+"
"fun_ASV_1389","bac_ASV_6238",1,"undirected","+"
"fun_ASV_2203","bac_ASV_6238",1,"undirected","+"
"fun_ASV_1772","bac_ASV_6238",1,"undirected","+"
"fun_ASV_2343","bac_ASV_6238",1,"undirected","+"
"fun_ASV_372","bac_ASV_8961",1,"undirected","+"
"fun_ASV_860","bac_ASV_8961",1,"undirected","+"
"fun_ASV_895","bac_ASV_8961",1,"undirected","+"
"fun_ASV_1242","bac_ASV_8961",1,"undirected","+"
"fun_ASV_372","bac_ASV_21904",1,"undirected","+"
"fun_ASV_860","bac_ASV_21904",1,"undirected","+"
"fun_ASV_895","bac_ASV_21904",1,"undirected","+"
"fun_ASV_1242","bac_ASV_21904",1,"undirected","+"
"fun_ASV_1002","bac_ASV_3086",1,"undirected","+"
"fun_ASV_2151","bac_ASV_3086",1,"undirected","+"
"fun_ASV_2433","bac_ASV_3086",1,"undirected","+"
"fun_ASV_2563","bac_ASV_3086",1,"undirected","+"
"fun_ASV_224","bac_ASV_3977",1,"undirected","+"
"fun_ASV_608","bac_ASV_3977",1,"undirected","+"
"fun_ASV_1043","bac_ASV_3977",1,"undirected","+"
"fun_ASV_1714","bac_ASV_3977",1,"undirected","+"
"fun_ASV_1389","bac_ASV_17592",1,"undirected","+"
"fun_ASV_2203","bac_ASV_17592",1,"undirected","+"
"fun_ASV_1772","bac_ASV_17592",1,"undirected","+"
"fun_ASV_2343","bac_ASV_17592",1,"undirected","+"
"fun_ASV_224","bac_ASV_4802",1,"undirected","+"
"fun_ASV_608","bac_ASV_4802",1,"undirected","+"
"fun_ASV_1043","bac_ASV_4802",1,"undirected","+"
"fun_ASV_1714","bac_ASV_4802",1,"undirected","+"
"fun_ASV_1389","bac_ASV_4790",1,"undirected","+"
"fun_ASV_2203","bac_ASV_4790",1,"undirected","+"
"fun_ASV_1772","bac_ASV_4790",1,"undirected","+"
"fun_ASV_2343","bac_ASV_4790",1,"undirected","+"
"fun_ASV_224","bac_ASV_5323",1,"undirected","+"
"fun_ASV_608","bac_ASV_5323",1,"undirected","+"
"fun_ASV_1043","bac_ASV_5323",1,"undirected","+"
"fun_ASV_1714","bac_ASV_5323",1,"undirected","+"
"fun_ASV_1389","bac_ASV_19418",1,"undirected","+"
"fun_ASV_2203","bac_ASV_19418",1,"undirected","+"
"fun_ASV_1772","bac_ASV_19418",1,"undirected","+"
"fun_ASV_2343","bac_ASV_19418",1,"undirected","+"
"fun_ASV_683","bac_ASV_379",1,"undirected","+"
"fun_ASV_1409","bac_ASV_379",1,"undirected","+"
"fun_ASV_1637","bac_ASV_379",1,"undirected","+"
"fun_ASV_479","bac_ASV_532",0.833411114786589,"undirected","+"
"fun_ASV_589","bac_ASV_532",0.838054073643339,"undirected","+"
"fun_ASV_621","bac_ASV_532",0.833411114786589,"undirected","+"
"fun_ASV_683","bac_ASV_583",1,"undirected","+"
"fun_ASV_1409","bac_ASV_583",1,"undirected","+"
"fun_ASV_1637","bac_ASV_583",1,"undirected","+"
"fun_ASV_470","bac_ASV_294",1,"undirected","+"
"fun_ASV_570","bac_ASV_294",1,"undirected","+"
"fun_ASV_1672","bac_ASV_294",1,"undirected","+"
"fun_ASV_61","bac_ASV_442",0.904644470707481,"undirected","+"
"fun_ASV_309","bac_ASV_442",0.823376623376623,"undirected","+"
"fun_ASV_581","bac_ASV_442",0.807489325980279,"undirected","+"
"fun_ASV_725","bac_ASV_4793",0.988326848249027,"undirected","+"
"fun_ASV_1169","bac_ASV_4793",0.889252062561134,"undirected","+"
"fun_ASV_1827","bac_ASV_4793",0.988326848249027,"undirected","+"
"fun_ASV_61","bac_ASV_1018",0.858110939747709,"undirected","+"
"fun_ASV_592","bac_ASV_1018",0.854650814990662,"undirected","+"
"fun_ASV_801","bac_ASV_1018",0.838054073643339,"undirected","+"
"fun_ASV_725","bac_ASV_10753",0.988326848249027,"undirected","+"
"fun_ASV_1169","bac_ASV_10753",0.889252062561134,"undirected","+"
"fun_ASV_1827","bac_ASV_10753",0.988326848249027,"undirected","+"
"fun_ASV_406","bac_ASV_2113",0.833411114786589,"undirected","+"
"fun_ASV_581","bac_ASV_2113",0.833411114786589,"undirected","+"
"fun_ASV_883","bac_ASV_2113",0.838054073643339,"undirected","+"
"fun_ASV_1097","bac_ASV_1164",1,"undirected","+"
"fun_ASV_1392","bac_ASV_1164",1,"undirected","+"
"fun_ASV_1125","bac_ASV_1164",1,"undirected","+"
"fun_ASV_683","bac_ASV_1211",1,"undirected","+"
"fun_ASV_1409","bac_ASV_1211",1,"undirected","+"
"fun_ASV_1637","bac_ASV_1211",1,"undirected","+"
"fun_ASV_683","bac_ASV_2857",1,"undirected","+"
"fun_ASV_1409","bac_ASV_2857",1,"undirected","+"
"fun_ASV_1637","bac_ASV_2857",1,"undirected","+"
"fun_ASV_470","bac_ASV_2268",1,"undirected","+"
"fun_ASV_570","bac_ASV_2268",1,"undirected","+"
"fun_ASV_1672","bac_ASV_2268",1,"undirected","+"
"fun_ASV_152","bac_ASV_1220",1,"undirected","+"
"fun_ASV_2155","bac_ASV_1220",1,"undirected","+"
"fun_ASV_2210","bac_ASV_1220",1,"undirected","+"
"fun_ASV_1097","bac_ASV_2787",1,"undirected","+"
"fun_ASV_1392","bac_ASV_2787",1,"undirected","+"
"fun_ASV_1125","bac_ASV_2787",1,"undirected","+"
"fun_ASV_470","bac_ASV_2163",1,"undirected","+"
"fun_ASV_570","bac_ASV_2163",1,"undirected","+"
"fun_ASV_1672","bac_ASV_2163",1,"undirected","+"
"fun_ASV_683","bac_ASV_2298",1,"undirected","+"
"fun_ASV_1409","bac_ASV_2298",1,"undirected","+"
"fun_ASV_1637","bac_ASV_2298",1,"undirected","+"
"fun_ASV_1097","bac_ASV_1476",1,"undirected","+"
"fun_ASV_1392","bac_ASV_1476",1,"undirected","+"
"fun_ASV_1125","bac_ASV_1476",1,"undirected","+"
"fun_ASV_683","bac_ASV_3661",1,"undirected","+"
"fun_ASV_1409","bac_ASV_3661",1,"undirected","+"
"fun_ASV_1637","bac_ASV_3661",1,"undirected","+"
"fun_ASV_559","bac_ASV_3093",0.838054073643339,"undirected","+"
"fun_ASV_940","bac_ASV_3093",1,"undirected","+"
"fun_ASV_1503","bac_ASV_3093",0.994459833795014,"undirected","+"
"fun_ASV_152","bac_ASV_1363",1,"undirected","+"
"fun_ASV_2155","bac_ASV_1363",1,"undirected","+"
"fun_ASV_2210","bac_ASV_1363",1,"undirected","+"
"fun_ASV_152","bac_ASV_3152",1,"undirected","+"
"fun_ASV_2155","bac_ASV_3152",1,"undirected","+"
"fun_ASV_2210","bac_ASV_3152",1,"undirected","+"
"fun_ASV_1352","bac_ASV_3061",0.838054073643339,"undirected","+"
"fun_ASV_882","bac_ASV_3061",0.838054073643339,"undirected","+"
"fun_ASV_1049","bac_ASV_3061",0.813847509649415,"undirected","+"
"fun_ASV_152","bac_ASV_2984",1,"undirected","+"
"fun_ASV_2155","bac_ASV_2984",1,"undirected","+"
"fun_ASV_2210","bac_ASV_2984",1,"undirected","+"
"fun_ASV_174","bac_ASV_1916",0.835371865606063,"undirected","+"
"fun_ASV_593","bac_ASV_1916",0.816589442663142,"undirected","+"
"fun_ASV_1999","bac_ASV_1916",0.812830085105582,"undirected","+"
"fun_ASV_152","bac_ASV_2753",1,"undirected","+"
"fun_ASV_2155","bac_ASV_2753",1,"undirected","+"
"fun_ASV_2210","bac_ASV_2753",1,"undirected","+"
"fun_ASV_652","bac_ASV_1089",0.838054073643339,"undirected","+"
"fun_ASV_975","bac_ASV_1089",0.994459833795014,"undirected","+"
"fun_ASV_927","bac_ASV_1089",0.994459833795014,"undirected","+"
"fun_ASV_479","bac_ASV_3963",1,"undirected","+"
"fun_ASV_589","bac_ASV_3963",0.994459833795014,"undirected","+"
"fun_ASV_621","bac_ASV_3963",1,"undirected","+"
"fun_ASV_652","bac_ASV_2097",0.833411114786589,"undirected","+"
"fun_ASV_975","bac_ASV_2097",1,"undirected","+"
"fun_ASV_927","bac_ASV_2097",1,"undirected","+"
"fun_ASV_683","bac_ASV_4608",1,"undirected","+"
"fun_ASV_1409","bac_ASV_4608",1,"undirected","+"
"fun_ASV_1637","bac_ASV_4608",1,"undirected","+"
"fun_ASV_152","bac_ASV_4732",1,"undirected","+"
"fun_ASV_2155","bac_ASV_4732",1,"undirected","+"
"fun_ASV_2210","bac_ASV_4732",1,"undirected","+"
"fun_ASV_152","bac_ASV_4091",1,"undirected","+"
"fun_ASV_2155","bac_ASV_4091",1,"undirected","+"
"fun_ASV_2210","bac_ASV_4091",1,"undirected","+"
"fun_ASV_683","bac_ASV_3599",1,"undirected","+"
"fun_ASV_1409","bac_ASV_3599",1,"undirected","+"
"fun_ASV_1637","bac_ASV_3599",1,"undirected","+"
"fun_ASV_1097","bac_ASV_5581",1,"undirected","+"
"fun_ASV_1392","bac_ASV_5581",1,"undirected","+"
"fun_ASV_1125","bac_ASV_5581",1,"undirected","+"
"fun_ASV_1465","bac_ASV_642",1,"undirected","+"
"fun_ASV_2458","bac_ASV_642",1,"undirected","+"
"fun_ASV_326","bac_ASV_385",0.838054073643339,"undirected","+"
"fun_ASV_337","bac_ASV_385",0.838054073643339,"undirected","+"
"fun_ASV_492","bac_ASV_1226",1,"undirected","+"
"fun_ASV_1003","bac_ASV_1226",1,"undirected","+"
"fun_ASV_975","bac_ASV_619",0.833411114786589,"undirected","+"
"fun_ASV_927","bac_ASV_619",0.833411114786589,"undirected","+"
"fun_ASV_507","bac_ASV_2115",1,"undirected","+"
"fun_ASV_776","bac_ASV_2115",0.838054073643339,"undirected","+"
"fun_ASV_233","bac_ASV_2877",0.833411114786589,"undirected","+"
"fun_ASV_1959","bac_ASV_2877",1,"undirected","+"
"fun_ASV_60","bac_ASV_1442",0.833411114786589,"undirected","+"
"fun_ASV_593","bac_ASV_1442",0.996108949416342,"undirected","+"
"fun_ASV_492","bac_ASV_1465",1,"undirected","+"
"fun_ASV_1003","bac_ASV_1465",1,"undirected","+"
"fun_ASV_326","bac_ASV_1186",0.833411114786589,"undirected","+"
"fun_ASV_337","bac_ASV_1186",0.833411114786589,"undirected","+"
"fun_ASV_78","bac_ASV_2041",0.996108949416342,"undirected","+"
"fun_ASV_1413","bac_ASV_2041",0.996108949416342,"undirected","+"
"fun_ASV_60","bac_ASV_1267",0.994459833795014,"undirected","+"
"fun_ASV_593","bac_ASV_1267",0.833411114786589,"undirected","+"
"fun_ASV_326","bac_ASV_1485",0.837350191205426,"undirected","+"
"fun_ASV_337","bac_ASV_1485",0.837350191205426,"undirected","+"
"fun_ASV_60","bac_ASV_1355",1,"undirected","+"
"fun_ASV_593","bac_ASV_1355",0.838054073643339,"undirected","+"
"fun_ASV_326","bac_ASV_1951",0.823509692177237,"undirected","+"
"fun_ASV_337","bac_ASV_1951",0.823509692177237,"undirected","+"
"fun_ASV_326","bac_ASV_1841",0.838054073643339,"undirected","+"
"fun_ASV_337","bac_ASV_1841",0.838054073643339,"undirected","+"
"fun_ASV_492","bac_ASV_3046",1,"undirected","+"
"fun_ASV_1003","bac_ASV_3046",1,"undirected","+"
"fun_ASV_492","bac_ASV_12724",1,"undirected","+"
"fun_ASV_1003","bac_ASV_12724",1,"undirected","+"
"fun_ASV_1465","bac_ASV_2738",1,"undirected","+"
"fun_ASV_2458","bac_ASV_2738",1,"undirected","+"
"fun_ASV_1238","bac_ASV_4817",0.838054073643339,"undirected","+"
"fun_ASV_460","bac_ASV_4817",1,"undirected","+"
"fun_ASV_326","bac_ASV_4009",0.833411114786589,"undirected","+"
"fun_ASV_337","bac_ASV_4009",0.833411114786589,"undirected","+"
"fun_ASV_1465","bac_ASV_3840",1,"undirected","+"
"fun_ASV_2458","bac_ASV_3840",1,"undirected","+"
"fun_ASV_593","bac_ASV_1438",0.854650814990662,"undirected","+"
"fun_ASV_533","bac_ASV_1438",0.848631736488699,"undirected","+"
"fun_ASV_492","bac_ASV_2046",1,"undirected","+"
"fun_ASV_1003","bac_ASV_2046",1,"undirected","+"
"fun_ASV_492","bac_ASV_3729",1,"undirected","+"
"fun_ASV_1003","bac_ASV_3729",1,"undirected","+"
"fun_ASV_492","bac_ASV_2199",1,"undirected","+"
"fun_ASV_1003","bac_ASV_2199",1,"undirected","+"
"fun_ASV_492","bac_ASV_3657",1,"undirected","+"
"fun_ASV_1003","bac_ASV_3657",1,"undirected","+"
"fun_ASV_1352","bac_ASV_4594",0.833411114786589,"undirected","+"
"fun_ASV_882","bac_ASV_4594",0.833411114786589,"undirected","+"
"fun_ASV_1465","bac_ASV_6409",1,"undirected","+"
"fun_ASV_2458","bac_ASV_6409",1,"undirected","+"
"fun_ASV_492","bac_ASV_4051",1,"undirected","+"
"fun_ASV_1003","bac_ASV_4051",1,"undirected","+"
"fun_ASV_1465","bac_ASV_3818",1,"undirected","+"
"fun_ASV_2458","bac_ASV_3818",1,"undirected","+"
"fun_ASV_797","bac_ASV_448",0.845979762312172,"undirected","+"
"fun_ASV_719","bac_ASV_584",0.98443579766537,"undirected","+"
"fun_ASV_92","bac_ASV_632",0.833969121433459,"undirected","+"
"fun_ASV_92","bac_ASV_382",0.826901586506057,"undirected","+"
"fun_ASV_797","bac_ASV_526",0.81271939838595,"undirected","+"
"fun_ASV_977","bac_ASV_501",0.827686678430579,"undirected","+"
"fun_ASV_109","bac_ASV_366",0.848625373144352,"undirected","+"
"fun_ASV_593","bac_ASV_511",0.817026601483983,"undirected","+"
"fun_ASV_142","bac_ASV_2022",0.885791937804087,"undirected","+"
"fun_ASV_174","bac_ASV_367",0.885384297040402,"undirected","+"
"fun_ASV_593","bac_ASV_631",0.851190690233615,"undirected","+"
"fun_ASV_1413","bac_ASV_1139",0.833411114786589,"undirected","+"
"fun_ASV_637","bac_ASV_1356",0.854650814990662,"undirected","+"
"fun_ASV_233","bac_ASV_2058",0.885791937804087,"undirected","+"
"fun_ASV_722","bac_ASV_1244",1,"undirected","+"
"fun_ASV_921","bac_ASV_1065",0.858110939747709,"undirected","+"
"fun_ASV_2024","bac_ASV_1022",0.891922907838157,"undirected","+"
"fun_ASV_593","bac_ASV_1202",0.988326848249027,"undirected","+"
"fun_ASV_161","bac_ASV_1256",0.813847509649415,"undirected","+"
"fun_ASV_713","bac_ASV_1129",1,"undirected","+"
"fun_ASV_592","bac_ASV_2221",0.831393904341272,"undirected","+"
"fun_ASV_2177","bac_ASV_1271",0.838054073643339,"undirected","+"
"fun_ASV_92","bac_ASV_1982",0.812766516651252,"undirected","+"
"fun_ASV_1999","bac_ASV_607",0.864571428571428,"undirected","+"
"fun_ASV_565","bac_ASV_2319",0.833411114786589,"undirected","+"
"fun_ASV_713","bac_ASV_1054",1,"undirected","+"
"fun_ASV_713","bac_ASV_2015",1,"undirected","+"
"fun_ASV_713","bac_ASV_10147",1,"undirected","+"
"fun_ASV_713","bac_ASV_1979",1,"undirected","+"
"fun_ASV_713","bac_ASV_2198",1,"undirected","+"
"fun_ASV_713","bac_ASV_3189",1,"undirected","+"
"fun_ASV_593","bac_ASV_1313",0.809669193149048,"undirected","+"
"fun_ASV_637","bac_ASV_1994",0.915952526591325,"undirected","+"
"fun_ASV_713","bac_ASV_1360",1,"undirected","+"
"fun_ASV_801","bac_ASV_2272",1,"undirected","+"
"fun_ASV_713","bac_ASV_1883",1,"undirected","+"
"fun_ASV_2177","bac_ASV_6388",0.994459833795014,"undirected","+"
"fun_ASV_652","bac_ASV_2259",0.840810315962473,"undirected","+"
"fun_ASV_713","bac_ASV_3077",1,"undirected","+"
"fun_ASV_71","bac_ASV_3759",0.906155184925956,"undirected","+"
"fun_ASV_50","bac_ASV_3759",0.828585321122527,"undirected","+"
"fun_ASV_99","bac_ASV_3759",0.844040725883576,"undirected","+"
"fun_ASV_47","bac_ASV_3759",0.892322653516568,"undirected","+"
"fun_ASV_126","bac_ASV_3759",0.913568430981248,"undirected","+"
"fun_ASV_144","bac_ASV_3759",0.837069349476759,"undirected","+"
"fun_ASV_119","bac_ASV_3759",0.869119302046815,"undirected","+"
"fun_ASV_186","bac_ASV_3759",0.821356535988811,"undirected","+"
"fun_ASV_206","bac_ASV_3759",0.826086956521739,"undirected","+"
"fun_ASV_69","bac_ASV_3759",0.869562475694311,"undirected","+"
"fun_ASV_106","bac_ASV_3759",0.900180535355016,"undirected","+"
"fun_ASV_275","bac_ASV_3759",0.926070683495757,"undirected","+"
"fun_ASV_274","bac_ASV_3759",0.825810904590195,"undirected","+"
"fun_ASV_382","bac_ASV_3759",0.89811695646148,"undirected","+"
"fun_ASV_284","bac_ASV_3759",0.871004593374465,"undirected","+"
"fun_ASV_253","bac_ASV_3759",0.820859583862643,"undirected","+"
"fun_ASV_281","bac_ASV_3759",0.824501640789771,"undirected","+"
"fun_ASV_300","bac_ASV_3759",0.894254087831539,"undirected","+"
"fun_ASV_314","bac_ASV_3759",0.884248136499175,"undirected","+"
"fun_ASV_381","bac_ASV_3759",0.899524341096329,"undirected","+"
"fun_ASV_366","bac_ASV_3759",0.851762532902178,"undirected","+"
"fun_ASV_433","bac_ASV_3759",0.950310559006211,"undirected","+"
"fun_ASV_513","bac_ASV_3759",0.920190559331916,"undirected","+"
"fun_ASV_510","bac_ASV_3759",0.928062233352738,"undirected","+"
