"source","target","correlation","direct","cor"
"fun_ASV_16","bac_ASV_332",0.800985896247432,"undirected","+"
"fun_ASV_80","bac_ASV_332",0.834780237498043,"undirected","+"
"fun_ASV_144","bac_ASV_332",0.829226128163188,"undirected","+"
"fun_ASV_69","bac_ASV_332",0.819727359968067,"undirected","+"
"fun_ASV_233","bac_ASV_332",0.850790712556331,"undirected","+"
"fun_ASV_300","bac_ASV_332",0.855028228717621,"undirected","+"
"fun_ASV_381","bac_ASV_332",0.857693679798167,"undirected","+"
"fun_ASV_309","bac_ASV_332",0.826446280991736,"undirected","+"
"fun_ASV_584","bac_ASV_332",0.816275876347149,"undirected","+"
"fun_ASV_592","bac_ASV_332",0.898687645947434,"undirected","+"
"fun_ASV_496","bac_ASV_332",0.806557319124148,"undirected","+"
"fun_ASV_520","bac_ASV_332",0.95933011127847,"undirected","+"
"fun_ASV_499","bac_ASV_332",0.827938103061226,"undirected","+"
"fun_ASV_341","bac_ASV_332",0.842162003504036,"undirected","+"
"fun_ASV_557","bac_ASV_332",0.818001618157608,"undirected","+"
"fun_ASV_637","bac_ASV_332",0.859419421608626,"undirected","+"
"fun_ASV_763","bac_ASV_332",0.828336400557862,"undirected","+"
"fun_ASV_1212","bac_ASV_332",0.845613487124954,"undirected","+"
"fun_ASV_435","bac_ASV_332",0.806093210424729,"undirected","+"
"fun_ASV_70","bac_ASV_1151",1,"undirected","+"
"fun_ASV_110","bac_ASV_1151",1,"undirected","+"
"fun_ASV_125","bac_ASV_1151",1,"undirected","+"
"fun_ASV_120","bac_ASV_1151",1,"undirected","+"
"fun_ASV_161","bac_ASV_1151",1,"undirected","+"
"fun_ASV_149","bac_ASV_1151",1,"undirected","+"
"fun_ASV_209","bac_ASV_1151",1,"undirected","+"
"fun_ASV_962","bac_ASV_1151",1,"undirected","+"
"fun_ASV_1184","bac_ASV_1151",1,"undirected","+"
"fun_ASV_196","bac_ASV_1151",1,"undirected","+"
"fun_ASV_565","bac_ASV_1151",1,"undirected","+"
"fun_ASV_1141","bac_ASV_1151",1,"undirected","+"
"fun_ASV_1582","bac_ASV_1151",1,"undirected","+"
"fun_ASV_1341","bac_ASV_1151",1,"undirected","+"
"fun_ASV_1003","bac_ASV_1151",1,"undirected","+"
"fun_ASV_918","bac_ASV_1151",1,"undirected","+"
"fun_ASV_1206","bac_ASV_1151",1,"undirected","+"
"fun_ASV_2027","bac_ASV_1151",1,"undirected","+"
"fun_ASV_2374","bac_ASV_1151",1,"undirected","+"
"fun_ASV_1","bac_ASV_1374",-0.819813062095532,"undirected","-"
"fun_ASV_60","bac_ASV_1374",-0.816528925619835,"undirected","-"
"fun_ASV_65","bac_ASV_1374",-0.854326311351656,"undirected","-"
"fun_ASV_78","bac_ASV_1374",0.814461999654329,"undirected","+"
"fun_ASV_41","bac_ASV_1374",-0.836026327945444,"undirected","-"
"fun_ASV_99","bac_ASV_1374",0.847339228935413,"undirected","+"
"fun_ASV_144","bac_ASV_1374",0.806093210424729,"undirected","+"
"fun_ASV_108","bac_ASV_1374",0.906014450491022,"undirected","+"
"fun_ASV_261","bac_ASV_1374",0.809408460876742,"undirected","+"
"fun_ASV_277","bac_ASV_1374",0.880830329272055,"undirected","+"
"fun_ASV_341","bac_ASV_1374",0.816275876347149,"undirected","+"
"fun_ASV_60","bac_ASV_312",-0.818491842620032,"undirected","-"
"fun_ASV_65","bac_ASV_312",-0.894863563402889,"undirected","-"
"fun_ASV_78","bac_ASV_312",0.820869855937353,"undirected","+"
"fun_ASV_99","bac_ASV_312",0.824804883613957,"undirected","+"
"fun_ASV_144","bac_ASV_312",0.802253875175859,"undirected","+"
"fun_ASV_108","bac_ASV_312",0.889428771402267,"undirected","+"
"fun_ASV_261","bac_ASV_312",0.804269858850652,"undirected","+"
"fun_ASV_277","bac_ASV_312",0.829434061110778,"undirected","+"
"fun_ASV_637","bac_ASV_312",0.800996082849843,"undirected","+"
"fun_ASV_60","bac_ASV_465",-0.84891305361705,"undirected","-"
"fun_ASV_65","bac_ASV_465",-0.900849260489095,"undirected","-"
"fun_ASV_108","bac_ASV_465",0.837554613186005,"undirected","+"
"fun_ASV_261","bac_ASV_465",0.820007475405352,"undirected","+"
"fun_ASV_300","bac_ASV_465",0.834142229977999,"undirected","+"
"fun_ASV_341","bac_ASV_465",0.830827266895354,"undirected","+"
"fun_ASV_557","bac_ASV_465",0.810645228023403,"undirected","+"
"fun_ASV_835","bac_ASV_465",0.800325653086999,"undirected","+"
"fun_ASV_1212","bac_ASV_465",0.815690737741391,"undirected","+"
"fun_ASV_441","bac_ASV_2739",1,"undirected","+"
"fun_ASV_1181","bac_ASV_2739",1,"undirected","+"
"fun_ASV_921","bac_ASV_2739",1,"undirected","+"
"fun_ASV_1392","bac_ASV_2739",1,"undirected","+"
"fun_ASV_1128","bac_ASV_2739",1,"undirected","+"
"fun_ASV_2529","bac_ASV_2739",1,"undirected","+"
"fun_ASV_1959","bac_ASV_2739",1,"undirected","+"
