"igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
1,0.666666666666667,0,1
1,0.666666666666667,0,1
2,1,1,2
24,0.289222373806276,313.611472089986,24
18,0.276401564537158,64.9065698414028,18
8,0.26270136307311,216.153211638107,8
25,0.296503496503496,798.475421704604,25
21,0.311306901615272,872.762316862181,21
22,0.28005284015852,269.171449290401,22
15,0.307692307692308,921.382369592365,15
23,0.294036061026352,537.012681085302,23
18,0.282290279627164,162.773401179084,18
22,0.308588064046579,1338.40615240497,22
28,0.2998585572843,853.060030107024,28
7,0.27214377406932,13.5934208892171,7
18,0.289222373806276,302.981917570481,18
21,0.286099865047233,221.515916480241,21
18,0.291609353507565,172.609721120004,18
14,0.287652645861601,111.711345465568,14
9,0.28005284015852,101.296966641919,9
5,0.265331664580726,4.77969194713823,5
23,0.321699544764795,1488.66542093508,23
15,0.28843537414966,121.816250864355,15
18,0.302425106990014,828.438812835063,18
16,0.289222373806276,133.678136690027,16
17,0.283044058744993,139.648145063214,17
15,0.289222373806276,129.889240702159,15
16,0.289222373806276,133.678136690027,16
15,0.285329744279946,195.956097207168,15
14,0.287652645861601,111.711345465568,14
16,0.286099865047233,215.109848853551,16
19,0.290013679890561,332.570381059991,19
14,0.287652645861601,111.711345465568,14
16,0.282290279627164,122.654782767917,16
5,0.265331664580726,4.77969194713823,5
16,0.289222373806276,133.678136690027,16
16,0.289222373806276,133.678136690027,16
18,0.286099865047233,175.718226922079,18
16,0.289222373806276,133.678136690027,16
18,0.291609353507565,172.609721120004,18
14,0.287652645861601,111.711345465568,14
3,0.241183162684869,0.869562526850697,3
23,0.316890881913303,2409.90915946817,23
20,0.31314623338257,1985.8081117073,20
17,0.29901269393512,687.626950760046,17
17,0.305916305916306,1446.65141947917,17
17,0.243398392652124,6203.22680995256,17
4,0.228694714131607,29.0514660679387,4
7,0.228694714131607,228.052719575538,7
8,0.27931488801054,40.9849242737387,8
4,0.224338624338624,1444.45604972575,4
5,0.262051915945612,5.73808663535423,5
6,0.27214377406932,226.61880651964,6
1,0.245614035087719,0,1
2,0.358974358974359,10.3333333333333,2
2,0.378378378378378,12.6666666666667,2
10,0.284563758389262,69.2483835449688,10
11,0.294853963838665,1196.58209720468,11
5,0.26270136307311,27.3795813738045,5
4,0.27931488801054,82.9989300771267,4
4,0.2640099626401,10.6798922267521,4
7,0.273548387096774,13.1684721655108,7
3,0.239007891770011,68.0828503383368,3
10,0.284563758389262,60.8543704803629,10
3,0.239007891770011,68.0828503383368,3
10,0.284563758389262,60.8543704803629,10
3,0.239007891770011,68.0828503383368,3
8,0.283044058744993,48.6603563571512,8
3,0.239007891770011,68.0828503383368,3
2,0.237934904601571,15.704746740877,2
3,0.239007891770011,68.0828503383368,3
3,0.239007891770011,68.0828503383368,3
3,0.239007891770011,29.9409640963845,3
7,0.280794701986755,31.923656747546,7
6,0.22529224229543,333.024562213156,6
9,0.292413793103448,245.328529629999,9
2,1,1,2
3,0.134603174603175,212.231281682688,3
5,0.221063607924922,654.416706676241,5
3,0.175061932287366,149.002396395578,3
2,0.249705535924617,16.1826201734546,2
2,0.249705535924617,16.1826201734546,2
1,0.187444739168877,0,1
5,0.575757575757576,0.666666666666667,5
5,0.575757575757576,0.666666666666667,5
5,0.575757575757576,0.666666666666667,5
5,0.575757575757576,0.666666666666667,5
5,0.575757575757576,0.666666666666667,5
5,0.575757575757576,0.666666666666667,5
5,0.575757575757576,0.666666666666667,5
5,0.575757575757576,0.666666666666667,5
5,0.575757575757576,0.666666666666667,5
5,0.575757575757576,0.666666666666667,5
5,0.575757575757576,0.666666666666667,5
5,0.575757575757576,0.666666666666667,5
5,0.575757575757576,0.666666666666667,5
5,0.575757575757576,0.666666666666667,5
5,0.575757575757576,0.666666666666667,5
3,0.199435559736595,835,3
4,0.6,0.666666666666667,4
4,0.6,0.666666666666667,4
4,0.6,0.666666666666667,4
4,0.6,0.666666666666667,4
4,0.6,0.666666666666667,4
4,0.6,0.666666666666667,4
4,0.6,0.666666666666667,4
4,0.6,0.666666666666667,4
4,0.6,0.666666666666667,4
1,0.188444444444444,0,1
3,0.252080856123662,6.56318753423531,3
4,0.273548387096774,256.260833391491,4
1,1,0,1
5,1,10,5
4,0.424242424242424,29.5,4
4,0.451612903225806,38.5,4
5,0.205625606207565,220.220559774309,5
5,0.205625606207565,220.220559774309,5
5,0.205625606207565,220.220559774309,5
8,0.175642087821044,454.479020652606,8
5,0.134945894334819,315.423376623377,5
