"source","target","correlation","direct","cor"
"fun_ASV_514","bac_ASV_1917",1,"undirected","+"
"fun_ASV_313","bac_ASV_1917",1,"undirected","+"
"fun_ASV_801","bac_ASV_1917",1,"undirected","+"
"fun_ASV_403","bac_ASV_1917",1,"undirected","+"
"fun_ASV_961","bac_ASV_1917",1,"undirected","+"
"fun_ASV_438","bac_ASV_1917",1,"undirected","+"
"fun_ASV_1200","bac_ASV_1917",1,"undirected","+"
"fun_ASV_370","bac_ASV_1917",1,"undirected","+"
"fun_ASV_1870","bac_ASV_1917",1,"undirected","+"
"fun_ASV_1134","bac_ASV_1917",1,"undirected","+"
"fun_ASV_1021","bac_ASV_1917",1,"undirected","+"
"fun_ASV_1496","bac_ASV_1917",1,"undirected","+"
"fun_ASV_1651","bac_ASV_1917",1,"undirected","+"
"fun_ASV_231","bac_ASV_1972",1,"undirected","+"
"fun_ASV_174","bac_ASV_1972",1,"undirected","+"
"fun_ASV_514","bac_ASV_1972",1,"undirected","+"
"fun_ASV_313","bac_ASV_1972",1,"undirected","+"
"fun_ASV_801","bac_ASV_1972",1,"undirected","+"
"fun_ASV_403","bac_ASV_1972",1,"undirected","+"
"fun_ASV_961","bac_ASV_1972",1,"undirected","+"
"fun_ASV_438","bac_ASV_1972",1,"undirected","+"
"fun_ASV_1200","bac_ASV_1972",1,"undirected","+"
"fun_ASV_370","bac_ASV_1972",1,"undirected","+"
"fun_ASV_1870","bac_ASV_1972",1,"undirected","+"
"fun_ASV_1134","bac_ASV_1972",1,"undirected","+"
"fun_ASV_1021","bac_ASV_1972",1,"undirected","+"
"fun_ASV_1496","bac_ASV_1972",1,"undirected","+"
"fun_ASV_1651","bac_ASV_1972",1,"undirected","+"
"fun_ASV_231","bac_ASV_1060",1,"undirected","+"
"fun_ASV_174","bac_ASV_1060",1,"undirected","+"
"fun_ASV_514","bac_ASV_1060",1,"undirected","+"
"fun_ASV_313","bac_ASV_1060",1,"undirected","+"
"fun_ASV_801","bac_ASV_1060",1,"undirected","+"
"fun_ASV_403","bac_ASV_1060",1,"undirected","+"
"fun_ASV_961","bac_ASV_1060",1,"undirected","+"
"fun_ASV_438","bac_ASV_1060",1,"undirected","+"
"fun_ASV_1200","bac_ASV_1060",1,"undirected","+"
"fun_ASV_370","bac_ASV_1060",1,"undirected","+"
"fun_ASV_1870","bac_ASV_1060",1,"undirected","+"
"fun_ASV_1134","bac_ASV_1060",1,"undirected","+"
"fun_ASV_1021","bac_ASV_1060",1,"undirected","+"
"fun_ASV_1496","bac_ASV_1060",1,"undirected","+"
"fun_ASV_1651","bac_ASV_1060",1,"undirected","+"
"fun_ASV_120","bac_ASV_1202",0.853935684841753,"undirected","+"
"fun_ASV_149","bac_ASV_1202",0.996923076923077,"undirected","+"
"fun_ASV_470","bac_ASV_1202",0.858110939747709,"undirected","+"
"fun_ASV_962","bac_ASV_1202",0.898990442765559,"undirected","+"
"fun_ASV_885","bac_ASV_1202",0.875411563532945,"undirected","+"
"fun_ASV_1184","bac_ASV_1202",0.987692307692308,"undirected","+"
"fun_ASV_196","bac_ASV_1202",0.969230769230769,"undirected","+"
"fun_ASV_1226","bac_ASV_1202",0.851283710665226,"undirected","+"
"fun_ASV_1440","bac_ASV_1202",0.987692307692308,"undirected","+"
"fun_ASV_1582","bac_ASV_1202",0.978461538461539,"undirected","+"
"fun_ASV_1709","bac_ASV_1202",0.854650814990662,"undirected","+"
"fun_ASV_2027","bac_ASV_1202",0.981538461538462,"undirected","+"
"fun_ASV_2458","bac_ASV_1202",0.978461538461539,"undirected","+"
"fun_ASV_7","bac_ASV_468",-0.806948283040871,"undirected","-"
"fun_ASV_45","bac_ASV_468",0.87631564443697,"undirected","+"
"fun_ASV_16","bac_ASV_468",0.853258903057014,"undirected","+"
"fun_ASV_74","bac_ASV_468",0.844109851858734,"undirected","+"
"fun_ASV_68","bac_ASV_468",0.898889842244846,"undirected","+"
"fun_ASV_80","bac_ASV_468",0.879573323412572,"undirected","+"
"fun_ASV_91","bac_ASV_468",0.814229857102673,"undirected","+"
"fun_ASV_73","bac_ASV_468",0.830256821829856,"undirected","+"
"fun_ASV_119","bac_ASV_468",0.862369848654105,"undirected","+"
"fun_ASV_198","bac_ASV_468",0.809499225979884,"undirected","+"
"fun_ASV_177","bac_ASV_468",0.827509854772033,"undirected","+"
"fun_ASV_394","bac_ASV_468",0.840789852441394,"undirected","+"
"fun_ASV_16","bac_ASV_648",0.810897036189198,"undirected","+"
"fun_ASV_78","bac_ASV_648",0.856514076442565,"undirected","+"
"fun_ASV_74","bac_ASV_648",0.884978540772532,"undirected","+"
"fun_ASV_68","bac_ASV_648",0.888412017167382,"undirected","+"
"fun_ASV_99","bac_ASV_648",0.823175965665236,"undirected","+"
"fun_ASV_91","bac_ASV_648",0.884978540772532,"undirected","+"
"fun_ASV_73","bac_ASV_648",0.808419858122327,"undirected","+"
"fun_ASV_119","bac_ASV_648",0.862660944206008,"undirected","+"
"fun_ASV_343","bac_ASV_648",0.808789979562003,"undirected","+"
"fun_ASV_177","bac_ASV_648",0.876394849785408,"undirected","+"
"fun_ASV_394","bac_ASV_648",0.886695278969957,"undirected","+"
"fun_ASV_109","bac_ASV_1215",1,"undirected","+"
"fun_ASV_728","bac_ASV_1215",1,"undirected","+"
"fun_ASV_1187","bac_ASV_1215",1,"undirected","+"
"fun_ASV_337","bac_ASV_1215",1,"undirected","+"
"fun_ASV_1348","bac_ASV_1215",1,"undirected","+"
"fun_ASV_1379","bac_ASV_1215",1,"undirected","+"
"fun_ASV_1072","bac_ASV_1215",1,"undirected","+"
"fun_ASV_956","bac_ASV_1215",1,"undirected","+"
"fun_ASV_2343","bac_ASV_1215",1,"undirected","+"
"fun_ASV_45","bac_ASV_2113",0.845613487124954,"undirected","+"
"fun_ASV_74","bac_ASV_2113",0.830132739385812,"undirected","+"
"fun_ASV_80","bac_ASV_2113",0.881854065144595,"undirected","+"
"fun_ASV_91","bac_ASV_2113",0.807268913936627,"undirected","+"
"fun_ASV_119","bac_ASV_2113",0.814303937151761,"undirected","+"
"fun_ASV_69","bac_ASV_2113",0.814414414414415,"undirected","+"
"fun_ASV_333","bac_ASV_2113",0.813783448248673,"undirected","+"
"fun_ASV_177","bac_ASV_2113",0.835409006797163,"undirected","+"
"fun_ASV_306","bac_ASV_2113",0.809270977972818,"undirected","+"
"fun_ASV_109","bac_ASV_607",1,"undirected","+"
"fun_ASV_728","bac_ASV_607",1,"undirected","+"
"fun_ASV_1187","bac_ASV_607",1,"undirected","+"
"fun_ASV_337","bac_ASV_607",1,"undirected","+"
"fun_ASV_1348","bac_ASV_607",1,"undirected","+"
"fun_ASV_1379","bac_ASV_607",1,"undirected","+"
"fun_ASV_1072","bac_ASV_607",1,"undirected","+"
"fun_ASV_956","bac_ASV_607",1,"undirected","+"
"fun_ASV_2343","bac_ASV_607",1,"undirected","+"
"fun_ASV_149","bac_ASV_2298",0.808852123840791,"undirected","+"
"fun_ASV_1184","bac_ASV_2298",0.816808046370372,"undirected","+"
"fun_ASV_1212","bac_ASV_2298",0.842857142857143,"undirected","+"
"fun_ASV_1226","bac_ASV_2298",0.828,"undirected","+"
"fun_ASV_1440","bac_ASV_2298",0.816808046370372,"undirected","+"
"fun_ASV_1271","bac_ASV_2298",0.821142857142857,"undirected","+"
"fun_ASV_1582","bac_ASV_2298",0.808852123840791,"undirected","+"
"fun_ASV_2027","bac_ASV_2298",0.806200149664264,"undirected","+"
"fun_ASV_2458","bac_ASV_2298",0.808852123840791,"undirected","+"
"fun_ASV_109","bac_ASV_6388",1,"undirected","+"
"fun_ASV_728","bac_ASV_6388",1,"undirected","+"
"fun_ASV_1187","bac_ASV_6388",1,"undirected","+"
"fun_ASV_337","bac_ASV_6388",1,"undirected","+"
"fun_ASV_1348","bac_ASV_6388",1,"undirected","+"
"fun_ASV_1379","bac_ASV_6388",1,"undirected","+"
"fun_ASV_1072","bac_ASV_6388",1,"undirected","+"
"fun_ASV_956","bac_ASV_6388",1,"undirected","+"
"fun_ASV_2343","bac_ASV_6388",1,"undirected","+"
"fun_ASV_109","bac_ASV_4746",1,"undirected","+"
"fun_ASV_728","bac_ASV_4746",1,"undirected","+"
"fun_ASV_1187","bac_ASV_4746",1,"undirected","+"
"fun_ASV_337","bac_ASV_4746",1,"undirected","+"
"fun_ASV_1348","bac_ASV_4746",1,"undirected","+"
"fun_ASV_1379","bac_ASV_4746",1,"undirected","+"
"fun_ASV_1072","bac_ASV_4746",1,"undirected","+"
"fun_ASV_956","bac_ASV_4746",1,"undirected","+"
"fun_ASV_2343","bac_ASV_4746",1,"undirected","+"
"fun_ASV_78","bac_ASV_489",0.814303937151761,"undirected","+"
"fun_ASV_74","bac_ASV_489",0.890128755364807,"undirected","+"
"fun_ASV_68","bac_ASV_489",0.812875536480687,"undirected","+"
"fun_ASV_99","bac_ASV_489",0.857510729613734,"undirected","+"
"fun_ASV_91","bac_ASV_489",0.91244635193133,"undirected","+"
"fun_ASV_177","bac_ASV_489",0.843776824034335,"undirected","+"
"fun_ASV_394","bac_ASV_489",0.909012875536481,"undirected","+"
"fun_ASV_1212","bac_ASV_489",0.803255790588171,"undirected","+"
"fun_ASV_78","bac_ASV_1073",0.867066611265266,"undirected","+"
"fun_ASV_74","bac_ASV_1073",0.871244635193133,"undirected","+"
"fun_ASV_80","bac_ASV_1073",0.822884564283639,"undirected","+"
"fun_ASV_99","bac_ASV_1073",0.819742489270386,"undirected","+"
"fun_ASV_91","bac_ASV_1073",0.886695278969957,"undirected","+"
"fun_ASV_112","bac_ASV_1073",0.826615227778245,"undirected","+"
"fun_ASV_177","bac_ASV_1073",0.819742489270386,"undirected","+"
"fun_ASV_394","bac_ASV_1073",0.896995708154506,"undirected","+"
"fun_ASV_78","bac_ASV_606",0.828373983582029,"undirected","+"
"fun_ASV_74","bac_ASV_606",0.902145922746781,"undirected","+"
"fun_ASV_68","bac_ASV_606",0.806008583690987,"undirected","+"
"fun_ASV_99","bac_ASV_606",0.83862660944206,"undirected","+"
"fun_ASV_91","bac_ASV_606",0.914163090128755,"undirected","+"
"fun_ASV_119","bac_ASV_606",0.84206008583691,"undirected","+"
"fun_ASV_177","bac_ASV_606",0.895278969957081,"undirected","+"
"fun_ASV_394","bac_ASV_606",0.840343347639485,"undirected","+"
"fun_ASV_120","bac_ASV_470",0.89666129850131,"undirected","+"
"fun_ASV_149","bac_ASV_470",0.850931205259224,"undirected","+"
"fun_ASV_1184","bac_ASV_470",0.865066275114029,"undirected","+"
"fun_ASV_196","bac_ASV_470",0.842450163346342,"undirected","+"
"fun_ASV_1440","bac_ASV_470",0.865066275114029,"undirected","+"
"fun_ASV_1582","bac_ASV_470",0.862239261143068,"undirected","+"
"fun_ASV_2027","bac_ASV_470",0.865066275114029,"undirected","+"
"fun_ASV_2458","bac_ASV_470",0.862239261143068,"undirected","+"
"fun_ASV_149","bac_ASV_2787",0.86789328908499,"undirected","+"
"fun_ASV_1184","bac_ASV_2787",0.856585233201146,"undirected","+"
"fun_ASV_1212","bac_ASV_2787",0.911280776194266,"undirected","+"
"fun_ASV_196","bac_ASV_2787",0.833969121433459,"undirected","+"
"fun_ASV_1440","bac_ASV_2787",0.856585233201146,"undirected","+"
"fun_ASV_1582","bac_ASV_2787",0.845277177317302,"undirected","+"
"fun_ASV_2027","bac_ASV_2787",0.839623149375381,"undirected","+"
"fun_ASV_2458","bac_ASV_2787",0.845277177317302,"undirected","+"
"fun_ASV_149","bac_ASV_2015",0.818420544593174,"undirected","+"
"fun_ASV_1184","bac_ASV_2015",0.835382628418939,"undirected","+"
"fun_ASV_1212","bac_ASV_2015",0.935646572349193,"undirected","+"
"fun_ASV_196","bac_ASV_2015",0.826901586506057,"undirected","+"
"fun_ASV_1440","bac_ASV_2015",0.835382628418939,"undirected","+"
"fun_ASV_1582","bac_ASV_2015",0.8382096423899,"undirected","+"
"fun_ASV_2027","bac_ASV_2015",0.832555614447979,"undirected","+"
"fun_ASV_2458","bac_ASV_2015",0.8382096423899,"undirected","+"
"fun_ASV_149","bac_ASV_3002",0.82343798181169,"undirected","+"
"fun_ASV_1184","bac_ASV_3002",0.82343798181169,"undirected","+"
"fun_ASV_1212","bac_ASV_3002",0.850857142857143,"undirected","+"
"fun_ASV_196","bac_ASV_3002",0.831393904341272,"undirected","+"
"fun_ASV_1440","bac_ASV_3002",0.82343798181169,"undirected","+"
"fun_ASV_1582","bac_ASV_3002",0.826089955988218,"undirected","+"
"fun_ASV_2027","bac_ASV_3002",0.815482059282109,"undirected","+"
"fun_ASV_2458","bac_ASV_3002",0.826089955988218,"undirected","+"
"fun_ASV_149","bac_ASV_2198",0.889252062561134,"undirected","+"
"fun_ASV_885","bac_ASV_2198",0.988326848249027,"undirected","+"
"fun_ASV_1184","bac_ASV_2198",0.878871688289992,"undirected","+"
"fun_ASV_1272","bac_ASV_2198",0.885791937804087,"undirected","+"
"fun_ASV_1440","bac_ASV_2198",0.878871688289992,"undirected","+"
"fun_ASV_1582","bac_ASV_2198",0.840810315962473,"undirected","+"
"fun_ASV_2027","bac_ASV_2198",0.837350191205426,"undirected","+"
"fun_ASV_2458","bac_ASV_2198",0.840810315962473,"undirected","+"
"fun_ASV_74","bac_ASV_379",0.852360515021459,"undirected","+"
"fun_ASV_68","bac_ASV_379",0.806008583690987,"undirected","+"
"fun_ASV_99","bac_ASV_379",0.843776824034335,"undirected","+"
"fun_ASV_91","bac_ASV_379",0.871244635193133,"undirected","+"
"fun_ASV_112","bac_ASV_379",0.851237809031214,"undirected","+"
"fun_ASV_177","bac_ASV_379",0.806008583690987,"undirected","+"
"fun_ASV_394","bac_ASV_379",0.891845493562232,"undirected","+"
"fun_ASV_74","bac_ASV_532",0.87173543913364,"undirected","+"
"fun_ASV_70","bac_ASV_532",0.802670409173294,"undirected","+"
"fun_ASV_99","bac_ASV_532",0.864997387430192,"undirected","+"
"fun_ASV_91","bac_ASV_532",0.897003133021572,"undirected","+"
"fun_ASV_112","bac_ASV_532",0.859419421608626,"undirected","+"
"fun_ASV_394","bac_ASV_532",0.873419952059503,"undirected","+"
"fun_ASV_1212","bac_ASV_532",0.801783725737273,"undirected","+"
"fun_ASV_45","bac_ASV_272",0.850523894326001,"undirected","+"
"fun_ASV_16","bac_ASV_272",0.859200654298151,"undirected","+"
"fun_ASV_74","bac_ASV_272",0.828215758442443,"undirected","+"
"fun_ASV_68","bac_ASV_272",0.815082505583098,"undirected","+"
"fun_ASV_80","bac_ASV_272",0.852134735034952,"undirected","+"
"fun_ASV_119","bac_ASV_272",0.82164913201277,"undirected","+"
"fun_ASV_74","bac_ASV_1271",0.808819554298517,"undirected","+"
"fun_ASV_91","bac_ASV_1271",0.849623231365146,"undirected","+"
"fun_ASV_112","bac_ASV_1271",0.817468324375881,"undirected","+"
"fun_ASV_394","bac_ASV_1271",0.819700534849618,"undirected","+"
"fun_ASV_1212","bac_ASV_1271",0.907120165729928,"undirected","+"
"fun_ASV_1271","bac_ASV_1271",0.854806430682066,"undirected","+"
"fun_ASV_278","bac_ASV_3178",1,"undirected","+"
"fun_ASV_1121","bac_ASV_3178",1,"undirected","+"
"fun_ASV_1052","bac_ASV_3178",1,"undirected","+"
"fun_ASV_1859","bac_ASV_3178",1,"undirected","+"
"fun_ASV_2177","bac_ASV_3178",1,"undirected","+"
"fun_ASV_2430","bac_ASV_3178",1,"undirected","+"
"fun_ASV_278","bac_ASV_6394",1,"undirected","+"
"fun_ASV_1121","bac_ASV_6394",1,"undirected","+"
"fun_ASV_1052","bac_ASV_6394",1,"undirected","+"
"fun_ASV_1859","bac_ASV_6394",1,"undirected","+"
"fun_ASV_2177","bac_ASV_6394",1,"undirected","+"
"fun_ASV_2430","bac_ASV_6394",1,"undirected","+"
"fun_ASV_74","bac_ASV_999",0.814260044574067,"undirected","+"
"fun_ASV_91","bac_ASV_999",0.833301760538494,"undirected","+"
"fun_ASV_112","bac_ASV_999",0.800747381377283,"undirected","+"
"fun_ASV_394","bac_ASV_999",0.816073541332584,"undirected","+"
"fun_ASV_1212","bac_ASV_999",0.828649563158135,"undirected","+"
"fun_ASV_68","bac_ASV_1381",0.832395012159236,"undirected","+"
"fun_ASV_92","bac_ASV_1381",0.807249970321182,"undirected","+"
"fun_ASV_119","bac_ASV_1381",0.807912805919258,"undirected","+"
"fun_ASV_49","bac_ASV_1381",0.820402298850575,"undirected","+"
"fun_ASV_394","bac_ASV_1381",0.802472315643708,"undirected","+"
"fun_ASV_149","bac_ASV_566",0.823509692177237,"undirected","+"
"fun_ASV_470","bac_ASV_566",1,"undirected","+"
"fun_ASV_196","bac_ASV_566",0.802748943634954,"undirected","+"
"fun_ASV_1709","bac_ASV_566",0.996108949416342,"undirected","+"
"fun_ASV_2027","bac_ASV_566",0.809669193149048,"undirected","+"
"fun_ASV_68","bac_ASV_332",0.842489270386266,"undirected","+"
"fun_ASV_119","bac_ASV_332",0.832188841201717,"undirected","+"
"fun_ASV_343","bac_ASV_332",0.808789979562003,"undirected","+"
"fun_ASV_177","bac_ASV_332",0.805579399141631,"undirected","+"
"fun_ASV_71","bac_ASV_371",0.823987922460857,"undirected","+"
"fun_ASV_16","bac_ASV_371",0.869578062405099,"undirected","+"
"fun_ASV_108","bac_ASV_371",0.814873011814166,"undirected","+"
"fun_ASV_936","bac_ASV_371",0.826803720536431,"undirected","+"
"fun_ASV_68","bac_ASV_655",0.824463519313305,"undirected","+"
"fun_ASV_119","bac_ASV_655",0.800429184549356,"undirected","+"
"fun_ASV_343","bac_ASV_655",0.806904688234353,"undirected","+"
"fun_ASV_177","bac_ASV_655",0.801287553648068,"undirected","+"
"fun_ASV_129","bac_ASV_1083",0.816423447640739,"undirected","+"
"fun_ASV_1248","bac_ASV_1083",0.815584415584416,"undirected","+"
"fun_ASV_181","bac_ASV_1083",0.90181745673652,"undirected","+"
"fun_ASV_3191","bac_ASV_1083",0.90181745673652,"undirected","+"
"fun_ASV_401","bac_ASV_1909",0.823509692177237,"undirected","+"
"fun_ASV_287","bac_ASV_1909",0.838054073643339,"undirected","+"
"fun_ASV_587","bac_ASV_1909",0.833411114786589,"undirected","+"
"fun_ASV_1673","bac_ASV_1909",0.838054073643339,"undirected","+"
"fun_ASV_343","bac_ASV_3791",0.807003305895574,"undirected","+"
"fun_ASV_926","bac_ASV_3791",0.915952526591325,"undirected","+"
"fun_ASV_1014","bac_ASV_3791",0.807489325980279,"undirected","+"
"fun_ASV_1248","bac_ASV_3791",0.802597402597403,"undirected","+"
"fun_ASV_527","bac_ASV_2258",1,"undirected","+"
"fun_ASV_611","bac_ASV_2258",1,"undirected","+"
"fun_ASV_1206","bac_ASV_2258",1,"undirected","+"
"fun_ASV_1986","bac_ASV_2258",1,"undirected","+"
"fun_ASV_202","bac_ASV_2232",0.800896201311209,"undirected","+"
"fun_ASV_400","bac_ASV_2232",0.85437115140322,"undirected","+"
"fun_ASV_663","bac_ASV_2232",0.803548175487737,"undirected","+"
"fun_ASV_565","bac_ASV_2232",0.818690750805544,"undirected","+"
"fun_ASV_527","bac_ASV_3680",1,"undirected","+"
"fun_ASV_611","bac_ASV_3680",1,"undirected","+"
"fun_ASV_1206","bac_ASV_3680",1,"undirected","+"
"fun_ASV_1986","bac_ASV_3680",1,"undirected","+"
"fun_ASV_527","bac_ASV_5622",1,"undirected","+"
"fun_ASV_611","bac_ASV_5622",1,"undirected","+"
"fun_ASV_1206","bac_ASV_5622",1,"undirected","+"
"fun_ASV_1986","bac_ASV_5622",1,"undirected","+"
"fun_ASV_5","bac_ASV_386",0.833357247738898,"undirected","+"
"fun_ASV_20","bac_ASV_386",0.808919377990732,"undirected","+"
"fun_ASV_400","bac_ASV_386",0.913870076813943,"undirected","+"
"fun_ASV_112","bac_ASV_997",0.89811695646148,"undirected","+"
"fun_ASV_1212","bac_ASV_997",0.919102863635306,"undirected","+"
"fun_ASV_1271","bac_ASV_997",0.867981165894644,"undirected","+"
"fun_ASV_202","bac_ASV_619",0.86930679607047,"undirected","+"
"fun_ASV_20","bac_ASV_619",0.843191429530599,"undirected","+"
"fun_ASV_663","bac_ASV_619",0.874960824012392,"undirected","+"
"fun_ASV_152","bac_ASV_3732",1,"undirected","+"
"fun_ASV_414","bac_ASV_3732",1,"undirected","+"
"fun_ASV_3190","bac_ASV_3732",1,"undirected","+"
"fun_ASV_652","bac_ASV_1292",1,"undirected","+"
"fun_ASV_1588","bac_ASV_1292",1,"undirected","+"
"fun_ASV_2368","bac_ASV_1292",1,"undirected","+"
"fun_ASV_74","bac_ASV_1186",0.830581515400719,"undirected","+"
"fun_ASV_70","bac_ASV_1186",0.831488263779977,"undirected","+"
"fun_ASV_91","bac_ASV_1186",0.805192560781483,"undirected","+"
"fun_ASV_152","bac_ASV_2163",1,"undirected","+"
"fun_ASV_414","bac_ASV_2163",1,"undirected","+"
"fun_ASV_3190","bac_ASV_2163",1,"undirected","+"
"fun_ASV_152","bac_ASV_2193",1,"undirected","+"
"fun_ASV_414","bac_ASV_2193",1,"undirected","+"
"fun_ASV_3190","bac_ASV_2193",1,"undirected","+"
"fun_ASV_652","bac_ASV_3029",1,"undirected","+"
"fun_ASV_1588","bac_ASV_3029",1,"undirected","+"
"fun_ASV_2368","bac_ASV_3029",1,"undirected","+"
"fun_ASV_152","bac_ASV_2071",1,"undirected","+"
"fun_ASV_414","bac_ASV_2071",1,"undirected","+"
"fun_ASV_3190","bac_ASV_2071",1,"undirected","+"
"fun_ASV_152","bac_ASV_633",1,"undirected","+"
"fun_ASV_414","bac_ASV_633",1,"undirected","+"
"fun_ASV_3190","bac_ASV_633",1,"undirected","+"
"fun_ASV_652","bac_ASV_1971",1,"undirected","+"
"fun_ASV_1588","bac_ASV_1971",1,"undirected","+"
"fun_ASV_2368","bac_ASV_1971",1,"undirected","+"
"fun_ASV_814","bac_ASV_3153",0.8382096423899,"undirected","+"
"fun_ASV_1287","bac_ASV_3153",0.803548175487737,"undirected","+"
"fun_ASV_1705","bac_ASV_3153",0.823509692177237,"undirected","+"
"fun_ASV_885","bac_ASV_3689",0.837350191205426,"undirected","+"
"fun_ASV_1212","bac_ASV_3689",0.807526136752527,"undirected","+"
"fun_ASV_1271","bac_ASV_3689",0.803548175487737,"undirected","+"
"fun_ASV_152","bac_ASV_4742",1,"undirected","+"
"fun_ASV_414","bac_ASV_4742",1,"undirected","+"
"fun_ASV_3190","bac_ASV_4742",1,"undirected","+"
"fun_ASV_926","bac_ASV_3830",0.823509692177237,"undirected","+"
"fun_ASV_1967","bac_ASV_3830",0.858110939747709,"undirected","+"
"fun_ASV_142","bac_ASV_3830",1,"undirected","+"
"fun_ASV_1325","bac_ASV_3608",0.833411114786589,"undirected","+"
"fun_ASV_1267","bac_ASV_3608",0.838054073643339,"undirected","+"
"fun_ASV_2203","bac_ASV_3608",0.833411114786589,"undirected","+"
"fun_ASV_652","bac_ASV_1916",1,"undirected","+"
"fun_ASV_1588","bac_ASV_1916",1,"undirected","+"
"fun_ASV_2368","bac_ASV_1916",1,"undirected","+"
"fun_ASV_652","bac_ASV_2694",1,"undirected","+"
"fun_ASV_1588","bac_ASV_2694",1,"undirected","+"
"fun_ASV_2368","bac_ASV_2694",1,"undirected","+"
"fun_ASV_287","bac_ASV_6201",1,"undirected","+"
"fun_ASV_587","bac_ASV_6201",0.994459833795014,"undirected","+"
"fun_ASV_1673","bac_ASV_6201",1,"undirected","+"
"fun_ASV_1286","bac_ASV_2881",0.833411114786589,"undirected","+"
"fun_ASV_1797","bac_ASV_2881",0.833411114786589,"undirected","+"
"fun_ASV_1418","bac_ASV_2881",0.833411114786589,"undirected","+"
"fun_ASV_152","bac_ASV_4733",1,"undirected","+"
"fun_ASV_414","bac_ASV_4733",1,"undirected","+"
"fun_ASV_3190","bac_ASV_4733",1,"undirected","+"
"fun_ASV_442","bac_ASV_2853",1,"undirected","+"
"fun_ASV_1558","bac_ASV_2853",1,"undirected","+"
"fun_ASV_1087","bac_ASV_2853",1,"undirected","+"
"fun_ASV_1198","bac_ASV_4608",1,"undirected","+"
"fun_ASV_2061","bac_ASV_4608",1,"undirected","+"
"fun_ASV_4103","bac_ASV_4608",1,"undirected","+"
"fun_ASV_1198","bac_ASV_2199",1,"undirected","+"
"fun_ASV_2061","bac_ASV_2199",1,"undirected","+"
"fun_ASV_4103","bac_ASV_2199",1,"undirected","+"
"fun_ASV_376","bac_ASV_4514",0.994459833795014,"undirected","+"
"fun_ASV_885","bac_ASV_4514",0.838054073643339,"undirected","+"
"fun_ASV_2374","bac_ASV_4514",0.838054073643339,"undirected","+"
"fun_ASV_401","bac_ASV_4732",0.837350191205426,"undirected","+"
"fun_ASV_319","bac_ASV_4732",0.996108949416342,"undirected","+"
"fun_ASV_1049","bac_ASV_4732",0.838054073643339,"undirected","+"
"fun_ASV_652","bac_ASV_2963",1,"undirected","+"
"fun_ASV_1588","bac_ASV_2963",1,"undirected","+"
"fun_ASV_2368","bac_ASV_2963",1,"undirected","+"
"fun_ASV_152","bac_ASV_4792",1,"undirected","+"
"fun_ASV_414","bac_ASV_4792",1,"undirected","+"
"fun_ASV_3190","bac_ASV_4792",1,"undirected","+"
"fun_ASV_112","bac_ASV_4022",0.869591540086176,"undirected","+"
"fun_ASV_1212","bac_ASV_4022",0.949714285714286,"undirected","+"
"fun_ASV_1271","bac_ASV_4022",0.818857142857143,"undirected","+"
"fun_ASV_652","bac_ASV_1293",1,"undirected","+"
"fun_ASV_1588","bac_ASV_1293",1,"undirected","+"
"fun_ASV_2368","bac_ASV_1293",1,"undirected","+"
"fun_ASV_652","bac_ASV_3679",1,"undirected","+"
"fun_ASV_1588","bac_ASV_3679",1,"undirected","+"
"fun_ASV_2368","bac_ASV_3679",1,"undirected","+"
"fun_ASV_729","bac_ASV_6355",1,"undirected","+"
